FIPS,county,IRR2000,IRR2010,pct_change_proprietors_2000_2017,proprietors_2000,proprietors_2017,pct_proprietors_employment_2000,pct_proprietors_employment_2010,pct_proprietors_employment_2017,total_employment_2017,wage_salary_jobs_2017,pct_change_pro_emp_2000_2017,pct_change_pro_emp_2010_2017,pct_broadband_FCC,pct_broadband_MS,state,population,venturedensitymay18,venturedensitynov18,venturedensityfeb19,venturedensitysep19,venturedensityoct19,venturedensitynov19,venturedensitydec19,highlyactive_vdmay18,highlyactive_vdnov18,highlyactive_vdfeb19,highlyactive_vdsep19,highlyactive_vdoct19,highlyactive_vdnov19,highlyactive_vddec19,pctblack,pctnative,pctasian,pcthispanic,pctagriculture,pctconstruction,pctwholesale,pctretail,pcttransportation,pctinformation_tech,pctfinance,pctprofessional,pcteducation,pctother_occupation,pctpublic,pctbroadband,pctbroadband_poorpeople,pcthighschool,pctcollege,pctmillennial,pctgenx,pctbabyboomer,pctforeignborn,prosperityindex2016,prosperity2007,change_prosperity,medinc2016,medinc2017,change_income,unemployment,net_migration,frac_under_25mbpsDL.sept,samples.sept,frac_under_3mbpsUL.sept,UL_3_samples.sept,frac_under_10mbpsDL.sept,DL_10_samples.sept,frac_under_1mbpsUL.sept,UL_1_samples.sept,DLmbps.sept,ULmbps.sept,ul_sample_size.sept,dl_sample_size.sept,frac_over_25DL.sept,frac_over_3UL.sept,frac_under_25mbpsDL.oct,samples.oct,frac_under_3mbpsUL.oct,UL_3_samples.oct,frac_under_10mbpsDL.oct,DL_10_samples.oct,frac_under_1mbpsUL.oct,UL_1_samples.oct,DLmbps.oct,ULmbps.oct,ul_sample_size.oct,dl_sample_size.oct,frac_over_25DL.oct,frac_over_3UL.oct,frac_under_25mbpsDL.nov,samples.nov,frac_under_3mbpsUL.nov,UL_3_samples.nov,frac_under_10mbpsDL.nov,DL_10_samples.nov,frac_under_1mbpsUL.nov,UL_1_samples.nov,DLmbps.nov,ULmbps.nov,ul_sample_size.nov,dl_sample_size.nov,frac_over_25DL.nov,frac_over_3UL.nov,frac_under_25mbpsDL.dec,samples.dec,frac_under_3mbpsUL.dec,UL_3_samples.dec,frac_under_10mbpsDL.dec,DL_10_samples.dec,frac_under_1mbpsUL.dec,UL_1_samples.dec,DLmbps.dec,ULmbps.dec,ul_sample_size.dec,dl_sample_size.dec,frac_over_25DL.dec,frac_over_3UL.dec
48095,Concho County,0.6,0.61,-0.178723404,940,772,0.4498,0.4006,0.469300912,1645,873,0.0195,0.0687,0.14,0.06,Texas,4142,0.50700146,1.424432635,1.303717971,1.376754045,2.599498034,1.323801994,1.323801994,0.191286251,0.169000477,0.241429254,0.177964731,0.492096215,0.194143341,0.177964731,0.700144827,0,0.820859551,55.45629883,21.200000760000002,10.5,0.300000012,2.5999999049999998,1.600000024,5.699999809,4.099999905,3.799999952,20.89999962,4.800000191,16.39999962,69.8,37.5,61.40000153,11.5,19.200000760000002,33.5,20.200000760000002,29.79237139,21.31380081,18.76830673,2.54549408,50336,48516,-1820,0.4,-215,0.7777777777777778,9,0.6666666666666666,9,0.6666666666666666,9,0.6666666666666666,9,8.838210362411159,0.7417405773675715,1101,800,0.2222222222222222,0.33333333333333337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,0.5,2,0.5,2,0,2,2.443994813569802,1.5911636906632975,1101,800,0.5,0.5,0.25,24,0.1111111111111111,36,0.08333333333333333,24,0.05555555555555555,36,84.14860570939393,6.526328009206747,1101,800,0.75,0.8888888888888888
48097,Cooke County,0.51,0.51,0.118582352,8239,9216,0.3763,0.336,0.376409083,24484,15268,1e-4,0.0404,0.96,0.38,Texas,38878,0.488708258,2.945110321,0.874530554,1.463043809,3.090999126,1.444043279,1.447843432,0.549248636,0.547867715,0.187766865,0.866765995,0.638906181,0.860240776,0.859153271,2.623591661,0.56330061,0.80251044,16.92473984,8.300000191,4.5,1.700000048,10.69999981,5.699999809,0.699999988,3.200000048,5.599999905,20.200000760000002,3.9000000950000002,3.5999999049999998,72.2,42.70000076,86.09999847,21.60000038,18.200000760000002,23.90000153,24.10000038,8.899635077,75.30807495,66.04759979,9.260475159,52511,56269,3758,5.2,1134,0.6988795518207283,714,0.4866385372714487,711,0.5336134453781513,714,0.32489451476793246,711,8.02816,3.129361633159602,40171,40033,0.30112044817927175,0.5133614627285513,0.585812356979405,437,0.4009216589861751,434,0.37986270022883295,437,0.2304147465437788,434,18.668428323364136,4.248460554207667,40184,40046,0.41418764302059496,0.599078341013825,0.4912718204488778,401,0.3297587131367292,373,0.33915211970074816,401,0.17962466487935658,373,24.90216410924072,8.501628370910746,40184,40046,0.5087281795511223,0.6702412868632708,0.5298126064735945,587,0.3879781420765027,549,0.393526405451448,587,0.18032786885245902,549,20.187847037255683,7.506011624542346,40191,40053,0.4701873935264055,0.6120218579234973
48099,Coryell County,0.47,0.48,0.051558962,5741,6037,0.3005,0.2507,0.242830136,24861,18824,-0.0577,-0.0079,0.94,0.41,Texas,75710,1.487254024,1.442345738,3.821159601,2.223044634,2.343631029,2.230872154,2.228737354,0.232472584,0.262845069,0.743627012,0.458983239,0.532263219,0.429807603,0.42909598,13.4605732,0.567956686,1.750099063,17.53533173,1.200000048,6.699999809,1.799999952,11,4.599999905,1.799999952,5,8.699999809,23.89999962,4.5,16.39999962,82.7,57.5,87.59999847,15.100000380000001,29.799999239999998,25.59999847,13.600000380000001,6.439043581,44.80548096,41.21268082,3.59280014,47685,49275,1590,9.9,1521,0.6333973128598849,521,0.4160958904109589,584,0.42418426103646834,521,0.2482876712328767,584,14.54511107810316,4.654998693424944,86242,80046,0.3666026871401151,0.5839041095890412,0.5869158878504673,535,0.37568058076225047,551,0.4672897196261682,535,0.2540834845735027,551,12.443198457364097,5.433292276162432,86167,79982,0.41308411214953267,0.6243194192377495,0.5120772946859904,621,0.33225283630470015,617,0.36231884057971014,621,0.22690437601296595,617,22.871052303668513,8.512374156211736,86167,79982,0.4879227053140096,0.6677471636952999,0.5711009174311926,872,0.42391304347826086,828,0.41743119266055045,872,0.32004830917874394,828,15.420652813854838,4.595691122741579,86129,79943,0.4288990825688074,0.5760869565217391
48101,Cottle County,0.64,0.66,-0.116831683,505,446,0.4414,0.4837,0.502252252,888,442,0.0609,0.0186,0.85,0.09,Texas,1560,NA,0.897435904,NA,NA,NA,NA,NA,NA,0.320512831,NA,0.35912504,NA,0.35912504,0.370007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.39999962,NA,NA,NA,NA,NA,3.717948869,NA,NA,-11.24639893,NA,NA,-216,10.7,21,0.3333333333333333,6,0.3333333333333333,6,0.16666666666666666,6,0.16666666666666666,6,25.489016095370317,3.0252444251383412,614,625,0.6666666666666667,0.6666666666666667,0.625,8,0.6,10,0.5,8,0.6,10,8.719083663882188,0.4547686731549887,614,625,0.375,0.4,1,15,0.7857142857142857,14,0.8,15,0.7857142857142857,14,3.1489821205437813,0.4952727768994721,614,625,0,0.2142857142857143,0.7222222222222222,18,0.6111111111111112,18,0.6111111111111112,18,0.6111111111111112,18,4.614535463106981,0.7495363663005427,614,625,0.2777777777777778,0.38888888888888884
48103,Crane County,0.6,0.6,0.475446429,448,661,0.229,0.2484,0.343198339,1926,1265,0.1142,0.0948,0.01,0.07,Texas,4823,0.186605841,0.497615606,0.497615606,0.755058885,0.815463603,0.90607065,0.87586832,0.062201951,0.062201947,0.103669912,0.15101938,0.120809421,0.18877422,0.176189269,4.10532856,0.062201947,0,61.43479156,30.60000038,6.099999905,1.399999976,6.900000095,8,0.200000003,1.899999976,2.5999999049999998,18,8.199999809,5.800000191,68.7,44.5,72.80000305,12.899999619999999,18.799999239999998,24.299999239999998,18.200000760000002,19.63508129,37.10739899,47.37720108,-10.26980209,56331,60133,3802,2.6,1146,0.8235294117647058,17,0.6875,16,0.6470588235294118,17,0.4375,16,1.7622682985698441,1.1215421574929134,1780,2165,0.17647058823529416,0.3125,1,4,1,6,0.75,4,0.5,6,1.5983550781171156,0.8829863864631059,1780,2165,0,0,1,16,1,16,0.9375,16,0.5,16,4.007460239273362,0.984404643480268,1780,2165,0,0,1,9,1,11,0.6666666666666666,9,0.2727272727272727,11,1.6969736693230684,1.2077100262071725,1780,2165,0,0
48105,Crockett County,0.63,0.64,0.305232558,688,898,0.3133,0.3231,0.355221519,2528,1630,0.0419,0.0321,NA,0.11,Texas,3836,0.338894695,0.912408769,0.417101145,1.146324992,1.180040479,1.247471333,1.213755846,0.101905398,0.130344108,0.078206465,0.168577209,0.101146325,0.134861772,0.168577209,0.364963502,0,0,63.11261749,36.5,16.5,0,7.400000095,5.099999905,0,2.299999952,1.299999952,16,3,5.099999905,66.5,73,73.69999695,11,15.19999981,24.200000760000002,24.60000038,7.377476245,28.03339958,40.59890747,-12.56550598,48982,50646,1664,2.4,228,0.8809523809523809,42,0.7441860465116279,43,0.6904761904761905,42,0.6046511627906976,43,5.8785792,0.8418038062540221,3955,3338,0.11904761904761907,0.2558139534883721,0.8666666666666667,30,0.3620689655172414,58,0.6666666666666666,30,0.2413793103448276,58,6.066371536750051,6.923457088981082,3943,3335,0.1333333333333333,0.6379310344827587,0.74,50,0.625,56,0.6,50,0.42857142857142855,56,5.923008721735126,1.2028969497210074,3943,3335,0.26,0.375,0.7777777777777778,27,0.7666666666666667,30,0.6296296296296297,27,0.5,30,3.752337054223963,0.9967957073176945,3940,3336,0.2222222222222222,0.23333333333333328
48107,Crosby County,0.58,0.59,-0.042462845,942,902,0.3319,0.3534,0.359649123,2508,1606,0.0277,0.0062,0.66,0.07,Texas,5987,0.517788529,0.567897081,1.252714157,1.794703364,2.053813934,1.816590071,1.75093019,0.061591782,0.083514281,0.250542849,0.39688265,0.504146338,0.39688265,0.360802421,3.97527957,0,0,54.30098724,15.5,7.699999809,5.5,10.899999619999999,2.9000000950000002,2.5,4.300000191,6.099999905,26.39999962,5.300000191,4.699999809,60.5,39.20000076,72.30000305,12.100000380000001,16.10000038,22.799999239999998,22.69999886,2.53883414,15.08476639,16.11063004,-1.025863647,39378,39026,-352,7.7,8721,0.6875,16,0.35714285714285715,14,0.375,16,0.21428571428571427,14,16.312097528770824,8.305301728431063,2020,2152,0.3125,0.6428571428571428,0.6296296296296297,27,0.2222222222222222,27,0.25925925925925924,27,0.07407407407407407,27,18.389490911044998,15.37358836383117,2024,2156,0.37037037037037035,0.7777777777777778,0.7857142857142857,14,0.3333333333333333,15,0.42857142857142855,14,0.26666666666666666,15,11.673015845478426,3.94874239752197,2024,2156,0.2142857142857143,0.6666666666666667,0.6956521739130435,46,0.4444444444444444,45,0.6304347826086957,46,0.3111111111111111,45,5.587539292068427,3.8826494213730376,2026,2158,0.30434782608695654,0.5555555555555556
48109,Culberson County,0.65,0.67,0.043076923,325,339,0.24,0.213,0.225548902,1503,1164,-0.0145,0.0125,0.83,0.08,Texas,2259,0.265604258,0.619743228,0.486941129,0.521920681,2.940467834,0.417536527,0.417536527,0.132802129,0.221336871,0.221336871,0.208768272,1.443118811,0.208768272,0.208768272,0.398406386,0,0,78.08765411,17.60000038,7.400000095,1.299999952,11.80000019,5.699999809,0.300000012,2.4000000950000002,4.5,18.200000760000002,4,6,49.3,23.200000760000002,64.90000153,7.699999809,19.799999239999998,22.200000760000002,23.799999239999998,14.69676793,14.89939976,1.806801796,13.09259796,34837,33981,-856,5.3,245,1,6,0.6666666666666666,6,0.8333333333333334,6,0.5,6,0.9528061660758549,0.7919114261480245,522,582,0,0.33333333333333337,1,2,1,1,0.5,2,0,1,0.20210235848193717,2.1117300312119283,522,582,0,0,1,11,1,11,0.8181818181818182,11,0.6363636363636364,11,5.191609962756348,0.898257332517961,522,582,0,0,1,8,1,8,0.25,8,0,8,20.492867397656624,2.6105090592453366,522,582,0,0
48111,Dallam County,0.6,0.6,-0.127967574,1727,1506,0.3279,0.3477,0.270717239,5563,4057,-0.0572,-0.077,0.96,0.19,Texas,7052,0.085082248,1.730005622,0.170164496,0.5835765,1.329434156,0.708628595,0.666944563,0.411230862,0.382870108,0.056721497,0.370270014,0.09167584,0.379301002,0.352208083,1.318774819,1.12024951,0.935904682,42.64038467,22.5,6.900000095,3.700000048,8.399999619,8,0.699999988,2.5,4.699999809,12.69999981,3.9000000950000002,5.5,68.2,56.40000153,72.69999695,11.80000019,21.299999239999998,23.89999962,15.600000380000001,22.80204147,39.82115173,34.42120361,5.39994812,42214,43897,1683,3.7,-21,0.6582278481012658,79,0.6388888888888888,72,0.4430379746835443,79,0.19444444444444445,72,12.920560647746594,1.9807194935982275,7181,8264,0.3417721518987342,0.36111111111111116,0.6511627906976745,86,0.5647058823529412,85,0.4069767441860465,86,0.17647058823529413,85,13.928974976082554,2.4960784947623122,7181,8264,0.34883720930232553,0.43529411764705883,0.6901408450704225,71,0.5797101449275363,69,0.39436619718309857,71,0.14492753623188406,69,17.38364637241089,2.405622671553126,7181,8264,0.3098591549295775,0.42028985507246375,0.8085106382978723,94,0.7558139534883721,86,0.5425531914893617,94,0.1744186046511628,86,7.504789812596165,1.9703595877548181,7181,8264,0.19148936170212771,0.2441860465116279
48113,Dallas County,0.16,0.14,0.9723789,242713,478722,0.1289,0.198,0.211010662,2268710,1789988,0.0821,0.013,1,0.61,Texas,2513054,2.484745741,7.700988293,5.887378693,6.235918045,8.736475945,6.281514168,6.266027451,1.456528306,1.494038701,1.179043531,1.423714962,1.850362182,1.3845535,1.383492816,22.06335449,0.168480262,5.747588158,39.30870438,0.800000012,9.300000191,3.0999999049999998,11,5.800000191,2.299999952,8.800000191,14.100000380000001,18.299999239999998,5.599999905,2.299999952,76.5,49.59999847,78,29.700000760000002,23.299999239999998,27.10000038,16.09999847,24.32896346,52.60573959,46.89477539,5.710964203,49196,51411,2215,5.9,-152,0.6051147568944748,93807,0.3929831646968795,94088,0.4192864071977571,93807,0.2289346144035371,94088,14.431027199999999,4.845730853070177,10725679,7907976,0.3948852431055252,0.60701683530312045,0.6057637394016606,91052,0.36982695426172335,90034,0.42544919386724067,91052,0.20689961570073528,90034,14.028054368560426,5.437876080753779,10726183,7909423,0.3942362605983394,0.6301730457382766,0.5655733058197939,88199,0.34014540244059993,85143,0.3911495595188154,88199,0.19159531611524142,85143,17.126230412086525,6.169192048970238,10726183,7909423,0.4344266941802061,0.6598545975594001,0.5316083290883952,96193,0.32180755931799215,92257,0.3610449824831329,96193,0.18319477112847807,92257,20.48464440379561,6.942379693048351,10726269,7909840,0.46839167091160483,0.6781924406820079
48115,Dawson County,0.55,0.56,0.041179461,1967,2048,0.2769,0.288,0.308992154,6628,4580,0.0321,0.021,0.56,0.15,Texas,13317,0.030036796,1.17894423,0.030036796,0.769230783,0.769230783,1.153846145,1.538461566,0.142674774,0.150183976,0.007509199,0.138828636,0.384615391,0.164859009,0.19088937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.20000076,NA,NA,NA,NA,NA,7.216340303,NA,NA,-12.06672668,NA,NA,847,6.7,-365,0.6829268292682927,82,0.45454545454545453,77,0.4878048780487805,82,0.2857142857142857,77,11.512883309392466,3.7323751341806486,7155,6595,0.31707317073170727,0.5454545454545454,0.8125,48,0.28846153846153844,52,0.5208333333333334,48,0.11538461538461539,52,7.476518380285707,7.966352945625387,7161,6600,0.1875,0.7115384615384616,0.5538461538461539,65,0.2857142857142857,63,0.4,65,0.09523809523809523,63,15.056489440607978,4.337835875742874,7161,6600,0.4461538461538461,0.7142857142857143,0.7407407407407407,54,0.38181818181818183,55,0.6851851851851852,54,0.2,55,4.946601377248391,4.36392711224469,7161,6600,0.2592592592592593,0.6181818181818182
48117,Deaf Smith County,0.56,0.56,-0.045929798,2678,2555,0.2958,0.2438,0.258996452,9865,7310,-0.0368,0.0152,0.87,0.09,Texas,19039,0.330899745,0.709070861,0.698566079,0.98153609,2.254893541,1.015855551,1.015855551,0.114909135,0.126057044,0.141814172,0.604179362,0.260917783,0.579236215,0.590322027,0.908661187,0.315142602,0.383423507,70.68648529,14.399999619999999,7,1.700000048,10,7.800000191,1.5,3.0999999049999998,4.199999809,17.39999962,6.699999809,4.199999809,68.9,37.70000076,71.80000305,14.19999981,20.299999239999998,23.200000760000002,17.200000760000002,16.31913483,23.0618,40.92210388,-17.86030197,42895,47219,4324,5,533,0.8494623655913979,93,0.4567901234567901,81,0.5913978494623656,93,0.30864197530864196,81,8.481414320309566,3.214610967478094,7865,11677,0.15053763440860213,0.5432098765432098,0.8235294117647058,170,0.2789115646258503,147,0.47058823529411764,170,0.1292517006802721,147,10.599704278838706,5.908586937915137,7865,11677,0.17647058823529416,0.7210884353741497,0.7801418439716312,141,0.3233082706766917,133,0.46099290780141844,141,0.17293233082706766,133,11.652806901843324,5.014825583220079,7865,11677,0.21985815602836878,0.6766917293233083,0.8175182481751825,137,0.3858267716535433,127,0.5693430656934306,137,0.25196850393700787,127,8.744955646402458,4.517638012027816,7865,11677,0.18248175182481752,0.6141732283464567
48119,Delta County,0.57,0.57,-0.002985075,1005,1002,0.4022,0.4177,0.421008403,2380,1378,0.0188,0.0033,0.17,0.03,Texas,5226,0.631458104,1.913509369,1.186375856,3.363228559,3.75003314,3.267136335,3.235105753,0.460773051,0.440107167,0.363566786,0.5883276,0.509578288,0.5883276,0.580483256,8.247225761,0.172215834,0.74626863,6.716418266,5.300000191,8.300000191,2.5999999049999998,12.30000019,2.4000000950000002,1,6.199999809,3.700000048,28.89999962,5,3.9000000950000002,64.7,45,86.30000305,18.60000038,15.90000057,23.60000038,26.89999962,1.492537279,44.62860107,48.54816437,-3.919563293,38416,40529,2113,6.4,9089,0.9230769230769231,26,0.9047619047619048,21,0.7307692307692307,26,0.38095238095238093,21,2.7918336,1.2204802987296144,1146,1296,0.07692307692307687,0.09523809523809523,0.875,56,0.6415094339622641,53,0.6607142857142857,56,0.41509433962264153,53,4.140227951846508,1.3895782497420448,1146,1296,0.125,0.3584905660377359,0.9069767441860465,43,0.5806451612903226,31,0.7906976744186046,43,0.3870967741935484,31,2.8220646744826574,1.6476875834856288,1146,1296,0.09302325581395354,0.4193548387096774,1,7,1,7,0.8571428571428571,7,0.8571428571428571,7,2.847757954628165,0.8006011542098038,1147,1297,0,0
48121,Denton County,0.36,0.33,2.758861901,36025,135413,0.2203,0.3432,0.344924819,392587,257174,0.1246,0.0017,1,0.78,Texas,754650,5.906579018,7.800702095,14.60385609,10.95422554,11.50190544,11.0684433,11.0459528,1.369884729,1.45352149,2.633008718,2.099838853,2.168675423,2.057297714,2.025785483,8.812429428,0.293248534,7.434174538,18.89869499,1.200000048,5.5,3.700000048,12.19999981,5.199999809,3.0999999049999998,10.30000019,14,20.299999239999998,4.699999809,2.700000048,88.8,67.30000305,92,42.20000076,21.89999962,30.299999239999998,16,15.53938985,82.94153595,80.17085266,2.770683289,73066,76678,3612,4.5,-130,0.34773538292615974,18215,0.16462925851703405,19960,0.19692561076036233,18215,0.08411823647294589,19960,46.68853935788891,16.628080289808576,1756439,1666610,0.6522646170738402,0.835370741482966,0.3628126525961695,18431,0.17055165090761995,19777,0.20601161087298572,18431,0.08171107852555999,19777,44.21269982834933,14.768023057304632,1756486,1666641,0.6371873474038305,0.8294483490923801,0.30139826678717635,18809,0.14496579216721436,18563,0.171088308788346,18809,0.07019339546409524,18563,57.458042937078496,17.46836256937817,1756486,1666641,0.6986017332128236,0.8550342078327856,0.294291293882556,22019,0.15181967598027707,21295,0.16799128025795904,22019,0.08621742193003053,21295,57.764276576935636,17.94784776346,1756495,1666641,0.7057087061174441,0.848180324019723
48123,DeWitt County,0.54,0.54,0,4338,4338,0.3769,0.345,0.348265896,12456,8118,-0.0286,0.0033,1,0.17,Texas,20660,1.098741531,1.766698956,2.245885849,3.096561432,3.464048624,3.066023111,2.937763453,0.287827879,0.280735731,0.401742488,0.621118024,0.853656828,0.572233694,0.592362555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.60000038,NA,NA,NA,NA,NA,3.896418214,NA,NA,-1.579666138,NA,NA,378,6.5,-20,0.7914110429447853,163,0.5103448275862069,145,0.5644171779141104,163,0.42758620689655175,145,8.345025976703921,2.7946971263437055,10500,16267,0.20858895705521474,0.4896551724137931,0.7984496124031008,129,0.45454545454545453,132,0.5193798449612403,129,0.3484848484848485,132,8.871878701992376,3.350857521020143,10500,16267,0.20155038759689925,0.5454545454545454,0.6390977443609023,133,0.41732283464566927,127,0.42857142857142855,133,0.3228346456692913,127,12.619729736961437,3.8765150353055806,10500,16267,0.3609022556390977,0.5826771653543308,0.5927601809954751,221,0.45754716981132076,212,0.4117647058823529,221,0.3443396226415094,212,13.739769456607617,3.6111005429919016,10499,16266,0.4072398190045249,0.5424528301886793
48125,Dickens County,0.62,0.63,0.061919505,646,686,0.4736,0.4941,0.497822932,1378,692,0.0242,0.0037,0.9,0.1,Texas,2237,0.447027266,2.726866245,0.536432743,2.009456396,1.892371893,1.891252995,1.891252995,0.625838161,0.625838161,0.134108186,0.894538593,0.583307266,0.94161965,0.894538593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.20000076,NA,NA,NA,NA,NA,3.665623441,NA,NA,5.431594849,NA,NA,970,15,398,0.6666666666666666,3,0.5,4,0.6666666666666666,3,0.5,4,9.98789763005385,0.8771094639954028,1156,1019,0.33333333333333337,0.5,0.8,5,0.6,5,0.8,5,0.4,5,6.09999536248217,1.0122005617587,1156,1019,0.19999999999999996,0.4,0.7777777777777778,9,0.4444444444444444,9,0.4444444444444444,9,0.3333333333333333,9,10.135434131158501,3.2866699761471567,1156,1019,0.2222222222222222,0.5555555555555556,0.7272727272727273,11,0.7272727272727273,11,0.7272727272727273,11,0.5454545454545454,11,3.8367050018814846,0.746653658201868,1156,1019,0.2727272727272727,0.2727272727272727
48127,Dimmit County,0.57,0.58,0.160117878,1018,1181,0.2675,0.2504,0.178022309,6634,5453,-0.0895,-0.0724,0.8,0.14,Texas,10842,0.166021034,0.617967188,0.461169511,0.649897695,0.561934948,0.673968017,0.686003149,0.092233904,0.110680684,0.083010517,0.180018006,0.256434202,0.159246696,0.173094228,0.138350859,0,0.212137982,86.14646912,15.5,3.799999952,1.899999976,18.700000760000002,3.799999952,0,4.400000095,2.9000000950000002,21.700000760000002,4.300000191,6.5,57.3,28.200000760000002,66.59999847,10.5,16.200000760000002,23.299999239999998,19.299999239999998,6.447149813,9.265899658,20.75523376,-11.48933411,33024,32204,-820,15,-219,0.7391304347826086,23,0.5,20,0.5217391304347826,23,0.4,20,6.988025808703409,2.7951696312469374,3675,4078,0.26086956521739135,0.5,0.9545454545454546,66,0.9069767441860465,43,0.803030303030303,66,0.8604651162790697,43,3.627369952062997,0.6655549125857693,3669,4077,0.045454545454545414,0.09302325581395354,0.8681318681318682,91,0.8247422680412371,97,0.6153846153846154,91,0.7835051546391752,97,5.7168599989878794,0.4466136024645054,3669,4077,0.13186813186813184,0.17525773195876293,0.9402985074626866,67,0.875,64,0.9104477611940298,67,0.828125,64,2.7497605381149075,0.4472872830417844,3672,4077,0.05970149253731338,0.125
48129,Donley County,0.61,0.62,0.012725345,943,955,0.449,0.4402,0.474180735,2014,1059,0.0252,0.034,0.4,0.03,Texas,3506,0.085567601,2.224757671,0.541928113,3.457446814,2.393617153,2.393616915,2.393616915,0.399315476,0.399315476,0.057045065,0.607634615,0.797872365,0.588033488,0.592933781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.20000076,NA,NA,NA,NA,NA,2.452937886,NA,NA,-31.57870102,NA,NA,3869,4.6,589,1,8,0.8888888888888888,9,1,8,0.6666666666666666,9,1.9386590659103373,0.7474591094593475,3836,2934,0,0.11111111111111116,1,20,1,21,1,20,0.9523809523809523,21,1.0222522189302106,0.6038887166145949,3836,2934,0,0,1,7,1,11,1,7,0.7272727272727273,11,1.3120138235026066,0.590365136156005,3836,2934,0,0,1,18,0.9473684210526315,19,0.9444444444444444,18,0.6842105263157895,19,1.427248759095216,0.8902919738541787,3836,2934,0,0.052631578947368474
48131,Duval County,0.57,0.58,0.249473684,1900,2374,0.353,0.3867,0.396393388,5989,3615,0.0434,0.0097,0.69,0.07,Texas,11510,1.815812349,0.538662016,1.433536053,0.71096319,1.132326603,0.699618042,0.692054629,0.070312977,0.069504775,0.234578624,0.109222904,0.168353468,0.11243535,0.102798035,1.285838485,0.269331008,0.338835806,89.10512543,22.89999962,6.900000095,0.300000012,8.5,3.9000000950000002,0.5,3.299999952,2.700000048,26.10000038,5,9,55.2,31.5,67.09999847,8.899999619,20.60000038,24.40000153,20,5.560382456,6.594049931,1.610514164,4.983535767,30787,33115,2328,13.6,1297,0.5555555555555556,9,0.1111111111111111,9,0.2222222222222222,9,0.1111111111111111,9,15.869659706689143,44.41524579621415,1914,1763,0.4444444444444444,0.8888888888888888,1,7,0.7142857142857143,7,0.8571428571428571,7,0.7142857142857143,7,3.3862394598788166,0.6788667930549992,1912,1761,0,0.2857142857142857,0.6666666666666666,6,0.75,4,0.6666666666666666,6,0.5,4,3.648134048989961,0.43508093552051763,1912,1761,0.33333333333333337,0.25,0.875,16,0.7222222222222222,18,0.5,16,0.5555555555555556,18,7.228240888542354,0.8812251363614599,1910,1759,0.125,0.2777777777777778
48133,Eastland County,0.55,0.55,0.131759539,3643,4123,0.3306,0.3552,0.342413421,12041,7918,0.0118,-0.0128,0.93,0.06,Texas,18252,0.986193299,2.043611765,2.032654047,2.758842468,2.41670084,2.797427654,2.79099679,0.448030889,0.454744697,0.460223526,0.669110892,0.457178384,0.627864338,0.655362057,2.120315552,0.224632904,0.339688808,15.62568569,6.800000191,6,2.0999999049999998,17.60000038,3.4000000950000002,2,6.300000191,4.300000191,26.5,4.300000191,4.800000191,57,38,82.80000305,14.600000380000001,16.799999239999998,22.59999847,25,3.900942206,10.74028301,16.64448929,-5.904205322,36733,34434,-2299,5.7,1625,0.927710843373494,166,0.6993865030674846,163,0.6566265060240963,166,0.44171779141104295,163,7.440106843289835,1.0471786351359256,13033,13897,0.07228915662650603,0.3006134969325154,0.8771186440677966,236,0.6213592233009708,206,0.597457627118644,236,0.34951456310679613,206,6.932093843135388,1.3091946363333202,13026,13888,0.1228813559322034,0.3786407766990292,0.8507462686567164,201,0.6045197740112994,177,0.6467661691542289,201,0.3954802259887006,177,5.675601016201023,1.3819397599031042,13026,13888,0.14925373134328357,0.3954802259887006,0.8,170,0.6407185628742516,167,0.5352941176470588,170,0.40718562874251496,167,7.642377854692746,1.3695944571627616,13027,13889,0.19999999999999996,0.35928143712574845
