cbsa,city, population ,venturedensitymay18,venturedensitynov18,venturedensityfeb19,venturedensitymay19,venturedensitysep19,venturedensityoct19,venturedensitynov19,venturedensitydec19,highlyactive_vdmay18,highlyactive_vdnov18,highlyactive_vdfeb19,highlyactive_vdmay19,highlyactive_vdsep19,highlyactive_vdoct19,highlyactive_vdnov19,highlyactive_vddec19,age18to24,age25to44,age45to54,age55to64,age65to74,age75over,pctpoverty,pctblack,pctasian,pctnatandpacific,pcthispanic,pctforeignborn,pctagriculture,pctconstruction,pctmanufacturing,pctwholesale,pctretail,pcttransportation,pctinformation_technology,pctfinance,pctprofessional,pcteducation,pctentertainment,pctpublic,pctbroadband,pctbroadband_poorpeople,pcths,pctcollege,prosperityindex2016,prosperityindex2007,change_prosperity,medinc2016,medinc2017,change_medianincome,smallbusiness_per_100
18100,"Columbus, NE Micro Area"," 32,875 ",0.920878887,0.994790971,0.974829316,0.99901402,1.0008744,1.361784417,1.013896942,1.010176182,0.161851436,0.191617193,0.199058652,0.204639748,0.24184694,0.215801908,0.22138299,0.230684783,8.7,23.2,12.6,13.2,8.5,7.8,8.6,0.4,0.6,0.300000012,17.6,8.739163399,5.803722382,8.076705933,27.15172005,2.763677359,10.62041759,6.04060936,1.190073371,3.857867956,5.188945293,16.99379539,6.226734161,2.746756792,75.3884201,45.70000076,31.7,14.8,64.84791189,76.25664454,-11.23426446,58473,58679,206,9.543699649
18140,"Columbus, OH Metro Area"," 2,023,695 ",4.624423027,4.613735199,4.801324844,4.904048443,4.812918186,4.887284871,4.817950249,4.813202858,1.002491593,1.021815083,1.035678506,1.069617391,1.109541301,1.085702631,1.077022217,1.073509268,9.5,28.9,13.4,12,7.4,5,14,15.1,3.8,0.200000003,3.9,7.156216145,0.566567242,4.840762138,9.27893734,3.010661602,12.06365967,5.357840538,2.144510984,9.624278069,11.28008842,23.85464096,9.081964493,4.726368427,82.56546021,56.09999847,28.3,22.6,59.44755177,55.73634948,3.694989308,57440,60170,2730,6.259236592
18180,"Concord, NH Micro Area"," 147,958 ",4.38045311,4.550739765,4.497659683,4.523497581,4.503276348,4.487923587,4.514510155,4.497285366,0.927541673,0.984459845,1.018910289,1.012544513,1.055233087,0.992697998,1.011421066,1.011421066,9.6,23.4,15.2,15.4,9.6,7,7.7,1.2,1.8,0.100000001,2,4.448559761,1.004811168,7.182013988,9.830123901,2.899635077,12.00356007,2.904794455,1.875475645,6.601571083,9.454771042,27.57490921,7.839849472,5.868923187,82.95806122,54.29999924,28,21.1,63.97475479,69.07493318,-5.100178393,67181,69856,2675,7.083174751
18220,"Connersville, IN Micro Area"," 23,426 ",1.385110736,1.384694338,1.493365884,1.854216337,1.807028294,1.759840124,1.79592514,1.787597895,0.31366235,0.344195871,0.321989655,0.624548972,0.632876251,0.574585013,0.571809243,0.552378828,8,22.9,13.7,14.4,10.7,8.1,18.2,2.5,0.1,0,1,0.678733051,0.835396051,5.17739296,26.05198097,2.44430685,11.11798668,4.682343006,1.144801974,2.57838273,6.229372978,25.17532921,7.147277355,3.413778782,62.12539673,38.40000153,43.5,7.5,21.20097431,15.81878754,5.823048297,40851,41476,625,6.412035826
18260,"Cookeville, TN Micro Area"," 109,133 ",2.812153101,2.631669998,2.934790134,2.937975407,2.941160679,2.9857561,2.963989496,2.986287117,0.49373278,0.506474332,0.531957269,0.530895472,0.526117394,0.534080835,0.514968578,0.528240995,12.8,23.2,12.6,12.7,10.5,7,22.4,1.8,1,0.300000012,4.6,4.26910305,1.302002788,8.450860023,13.97718716,2.327689171,12.13360405,5.490958691,1.213581443,3.585481167,6.883593559,24.91710472,11.08360195,3.373270273,65.89842987,44.59999847,40.5,12.9,28.3010016,23.60427845,4.780322719,35567,36898,1331,5.812040593
18300,"Coos Bay, OR Micro Area"," 62,921 ",2.073120832,2.213746786,3.031043768,3.094973803,2.181467533,3.094973988,2.180146217,2.168254375,0.502094269,0.515307229,0.74083823,0.831092596,0.577408401,0.81416994,0.566837983,0.561552821,7.2,20.6,12.6,16.6,14.1,10.3,17.9,1.2,1.1,2.400000095,6.3,3.755502701,6.040240765,7.384348869,7.025645256,1.055495977,12.67832088,4.259091377,1.628597379,3.834419012,8.64187336,25.38138008,11.76713085,5.875319481,69.95051575,45.70000076,31.1,11.1,22.9607946,28.77284666,-5.812052089,39110,40848,1738,7.652821101
18380,"Cordele, GA Micro Area"," 23,005 ",0.641430318,0.636054516,0.631248832,0.659756839,0.680119753,0.676047145,0.674010873,0.706591427,0.144576356,0.132358603,0.118104622,0.13235864,0.142540061,0.136431202,0.136431202,0.140503782,9.4,22.5,12.6,13.9,9.9,7,31.2,43.2,1.2,0.200000003,3.2,2.655944347,3.466572285,4.869708538,9.409267426,1.603584528,14.59733486,3.761348963,0.66029948,6.98030901,6.284636021,21.18853951,12.93479538,6.449711323,55.12512207,34.29999924,40.5,8.5,14.3121953,4.32059605,9.991599314,31672,33194,1522,6.077124254
18420,"Corinth, MS Micro Area"," 37,242 ",1.308746815,1.434131026,1.303567171,1.358817577,1.419247866,1.443420019,1.408888459,1.405435324,0.226181835,0.227908402,0.25208053,0.243447632,0.257260283,0.252080533,0.243447628,0.231361575,8.5,24.4,13.3,12.7,10.3,7.2,19.6,11.7,0.3,0.100000001,3,1.686268091,1.90808928,6.396130085,22.15802193,2.875571012,11.28057003,4.11179781,1.646062851,5.166621685,6.443160534,23.32034492,6.369255543,3.8497715,59.37989807,32.90000153,33.5,9,17.23929413,11.18789526,6.051398871,38892,38919,27,6.003698283
18460,"Cornelia, GA Micro Area"," 43,878 ",2.090849638,2.060225487,2.17181325,2.159029484,2.193119526,2.181756146,2.183176517,2.16187048,0.458793789,0.461634684,0.463055015,0.478679597,0.48720208,0.467316269,0.475838734,0.477259187,9.9,23.9,13.2,12.1,10.6,7.4,17.2,3.1,2.3,0.300000012,14.2,8.769770622,3.541354179,6.898142815,21.27696419,4.054677486,12.37743664,3.091475487,1.53997004,3.276041031,6.950051785,20.14649963,7.457607746,4.63721323,62.51158524,27.70000076,33.8,10.1,22.66298354,14.13836297,8.524620558,41600,44474,2874,6.048527678
18500,"Corning, NY Micro Area"," 97,539 ",2.205387592,2.181034088,2.267579079,2.464794397,2.559231281,2.425192831,2.620184183,2.664513588,0.554117501,0.580557245,0.591645658,0.58214134,0.607946049,0.601942065,0.595280482,0.589739298,8,22.9,14.2,14.9,10.1,7.8,14.5,1.6,1.5,0.100000001,1.6,2.357005835,3.455773592,6.654792786,18.67829323,1.730199814,10.88545513,3.869818687,1.279145122,3.478904486,7.034141541,25.50425529,8.720392227,4.260732651,71.63887024,42.5,37.2,11.6,38.87699588,48.95599556,-10.07899967,48823,50157,1334,5.700941379
18580,"Corpus Christi, TX Metro Area"," 450,183 ",1.901531458,1.889266014,2.004482746,2.016243696,2.009255409,2.014709742,2.010959864,2.00005126,0.351636738,0.373454246,0.386237919,0.382147133,0.430895621,0.419645979,0.453224452,0.454247184,9.9,26.3,12.4,12.2,8.2,5.9,16.5,3.4,1.8,0.5,60.1,7.644669056,3.997612238,9.647603035,6.807683945,2.472452164,11.37288857,4.684105396,1.198305011,5.237508297,8.499696732,22.9219265,11.57399273,6.205350876,74.75994873,48.70000076,29.6,12.8,44.27676257,43.97715677,0.256886664,51675,52883,1208,6.472518182
18620,"Corsicana, TX Micro Area"," 48,239 ",1.752337813,1.462341189,1.824270964,1.928043365,1.937477112,1.896204075,1.9186095,1.903279424,0.324288636,0.344335568,0.346694022,0.373816371,0.380891724,0.36909942,0.358486339,0.352590182,8.5,23.2,12.9,12.7,9.7,6.7,18.8,13.3,0.6,2.900000095,26.2,11.25852585,4.678966999,9.412054062,14.47970486,1.810578108,10.30750275,5.830258369,1.038130403,4.221402168,5.436654568,23.38991356,8.492005348,6.01722002,67.0495224,44.59999847,29.5,10.1,28.45504016,33.70916905,-5.303314184,43388,45103,1715,6.206304914
18660,"Cortland, NY Micro Area"," 48,334 ",2.06509757,1.909816265,2.887894392,2.832997799,1.958322525,2.791409509,1.912561893,1.927815437,0.443526626,0.447046689,0.678721726,0.688702941,0.489287311,0.650441679,0.465820311,0.475207064,17.9,21.6,12.9,12.6,9,6.4,14.7,1.8,0.8,0.200000003,2.6,2.164108038,2.523607254,5.690486908,11.75209236,1.533957362,11.09644985,3.175126791,1.096861959,3.472021818,6.131705761,32.70380783,11.42220974,4.21013546,70.34309387,47.29999924,34.1,14.8,45.50604986,61.83969114,-16.3336413,50910,52451,1541,6.135737354
18700,"Corvallis, OR Metro Area"," 88,249 ",4.712939262,4.966954708,4.848484516,4.817325115,4.81810379,4.823556904,4.820440769,4.803302765,1.110072494,1.13266319,1.128768325,1.169276237,1.214458235,1.162265304,1.145906374,1.146685332,22.7,22.8,10.5,12.5,8.6,6,20.7,1,6.6,0.800000012,7.1,9.423336029,3.409826517,3.577680349,9.054504395,1.498693109,9.042514801,2.361940384,1.532263875,3.306716442,9.610819817,38.35215759,9.733112335,4.028487206,87.30122375,77.5,13.9,29,58.09579295,51.43095806,6.664835054,52015,54682,2667,7.894186093
18740,"Coshocton, OH Micro Area"," 36,602 ",1.454965949,1.533375144,1.536867976,1.527232409,1.520005822,1.509165819,1.548912406,1.554934621,0.307132691,0.34085709,0.360128164,0.351697057,0.364945922,0.355310386,0.354105956,0.348083721,7.5,22.8,13.3,14.8,10.1,7.9,15,1.1,0.3,0.200000003,1,0.551882446,5.879715443,5.706782818,24.11451912,2.030359268,11.31108665,6.007813931,0.903093576,2.638826609,4.995836735,21.00813484,7.135079861,3.324152946,66.41609192,42.20000076,48.9,9.2,44.39689509,29.45610451,14.94079056,43380,43251,-129,6.586989417
18780,"Craig, CO Micro Area"," 13,056 ",1.809083939,1.482679009,1.886066198,1.793687463,1.785989285,1.839876862,1.91685915,1.870669723,0.438799083,0.47729017,0.484988451,0.523479581,0.484988466,0.446497302,0.484988419,0.500384904,6.4,26.5,13.4,14.8,8.4,4.8,10.1,1,0.2,1.200000048,14.9,6.2882967,13.3689003,9.932527542,1.804487705,2.290914774,13.80825329,10.262043,0.847324669,3.671740055,4.048328876,19.33155441,11.28197098,5.036874294,76.03370667,53.29999924,40.1,11.9,30.85903001,50.91924836,-20.03336038,53664,53010,-654,10.89299714
18820,"Crawfordsville, IN Micro Area"," 38,288 ",2.138348818,2.114465952,2.254481077,2.219136715,2.191365957,2.188841168,2.188841105,2.176218033,0.451906085,0.47967685,0.504922986,0.487250686,0.507447636,0.502398398,0.494824536,0.469578383,9.6,22.8,13.8,13.6,9.4,7.7,10.2,0.8,0.8,0.200000003,4.7,2.870351076,1.802999735,7.334326267,28.61929512,2.1274333,10.78608704,3.760238171,1.797681093,2.579512835,6.217423916,20.1201992,6.541857243,3.207105637,76.3289566,56.5,42.3,12.7,49.51136138,47.04307795,2.336061277,50253,53075,2822,6.479828501
18860,"Crescent City, CA Micro Area"," 27,442 ",1.437618971,1.103450775,1.184771299,1.201627731,1.206443906,1.216076225,1.199219823,1.199219823,0.288968623,0.296192828,0.29137671,0.30100897,0.27933633,0.260071757,0.274520181,0.276928255,8,27.3,13.1,14.5,9.6,6.3,23.2,1.8,2.8,8,19.2,5.69564867,5.136124611,3.397391796,4.129489899,0.857927263,11.50766373,2.047586441,0.640585661,4.140928745,5.68519783,27.05330658,14.18439674,18.05078888,73.25209045,57.20000076,32.1,8.7,7.277003864,8.186484568,-0.909480693,42363,41287,-1076,4.614146622
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area"," 261,048 ",6.375778198,6.333570957,6.704826832,6.7172122,7.590013504,7.171094101,7.653944016,7.683064461,1.366405487,1.427662867,1.439378738,1.468835831,1.605296507,1.557790702,1.547725406,1.536679827,8.8,26.9,13.1,13.3,9.5,6.5,12.8,8.6,2.5,0.800000012,8,6.270494461,0.657130778,8.51279068,4.518983841,1.57728982,12.68957424,4.416059494,1.027481556,7.471233845,12.76522732,16.67282486,14.26422501,9.728527069,79.45365143,53.5,25.6,18.4,51.60623157,45.61184553,5.994386029,55199,57421,2222,9.113971964
18900,"Crossville, TN Micro Area"," 58,178 ",2.475605249,2.370774984,2.486050606,2.483439445,2.353739977,2.418154407,2.314568996,2.353739977,0.55709821,0.541429855,0.551004946,0.53620702,0.507481629,0.526631897,0.485719973,0.510963518,6.3,19.5,12.2,14.6,17.3,12.2,16,0.7,0.6,0.600000024,2.8,2.464849234,3.577455282,7.121160984,13.77464962,2.786750793,12.85376835,5.467431545,1.870690942,4.565835953,7.931150913,20.99223709,8.760426521,4.512800694,70.7772522,47.90000153,38,11.9,20.56295065,26.60441309,-6.041462415,40123,40994,871,4.740218378
18980,"Cullman, AL Micro Area"," 81,703 ",1.941139698,1.832994819,2.051242828,2.085659504,2.097683191,2.112955693,2.120591879,2.109137535,0.397085994,0.419231176,0.423709363,0.458126187,0.487193977,0.455121646,0.474212319,0.466576032,8.1,24.7,13.6,13.3,10.6,7.2,16.4,1.2,0.6,0.400000006,4.2,2.819969893,2.737590313,9.609628677,17.35158348,2.768770218,14.72624111,4.792342186,1.01958096,4.405712128,7.707657814,20.55063629,5.967822552,3.423547029,65.18313599,41.09999847,35.9,9.5,29.8683846,25.84354397,4.024840645,39297,40997,1700,6.122057185
19000,"Cullowhee, NC Micro Area"," 41,725 ",3.684377909,3.668816566,4.267097473,4.269746304,4.295851231,4.243259044,4.274669647,4.278641224,0.984001696,0.997245229,0.990623534,1.001218438,1.059069578,1.006515858,1.020678319,1.019354537,18.7,21.7,11.2,12.8,11.4,7,21.6,3,1,8.399999619,5.5,3.54224062,1.668231726,7.14246273,4.060100555,1.248411894,10.57835674,2.739877462,0.806496143,4.584875584,7.545710564,28.77423668,21.16223907,5.032315254,64.8353653,40.20000076,26.4,16.7,27.19205314,24.95786757,2.194730641,40278,45078,4800,8.026479765
19060,"Cumberland, MD-WV Metro Area"," 100,012 ",0.559054494,0.552343726,0.563562989,0.561482131,0.557667255,0.556973617,0.559748054,0.558360875,0.120689176,0.119301951,0.120342374,0.118608333,0.130746607,0.122076408,0.125891296,0.125197682,11.8,23.2,13.5,13.5,10.8,8.7,16.2,6.8,0.7,0.100000001,1.5,1.790785074,1.149425268,6.328099728,10.69541454,1.762952924,11.81729412,5.797210217,1.810532689,4.835599422,6.125259876,27.82911301,9.586056709,8.228783607,67.8041687,40.20000076,43.9,9.1,21.06029562,28.66166305,-7.934223872,40302,42169,1867,5.933732114
19100,"Dallas-Fort Worth-Arlington, TX Metro Area"," 7,104,415 ",6.336848259,6.364326477,6.698638439,6.733217239,6.808755875,6.775746567,6.867912292,6.857051373,1.190788269,1.254346973,1.292571425,1.298852563,1.400208101,1.323476313,1.359525044,1.355968975,9.2,29,13.7,11,6.5,4.1,13.3,15.4,6.3,0.5,28.4,17.4342289,1.244777679,7.688379765,9.417003632,3.286811829,11.56432247,6.02638483,2.457546949,8.711228371,12.90708447,19.58744049,8.990470886,2.91160059,81.31798553,53.70000076,22.4,22.2,64.67536549,63.10300975,1.566949499,61330,63870,2540,7.087158927
19140,"Dalton, GA Metro Area"," 143,407 ",2.056172609,2.086555243,2.125778675,2.113377571,2.110977411,2.118977971,2.122178316,2.119778156,0.37923187,0.393233015,0.412034601,0.402833849,0.436036615,0.421635423,0.426435797,0.4296361,9.3,26.2,13.7,11.3,7.9,5.2,18.9,3.1,1.1,0.5,28.7,15.31933594,0.759337485,6.014585495,39.2719841,2.695647955,10.40766907,4.772752285,0.890639603,2.607058764,6.270862103,13.14603043,6.758103371,2.543780565,73.67029572,47.09999847,31.2,8.2,31.88792065,23.17031342,8.754783358,40812,43076,2264,5.192305784
19180,"Danville, IL Metro Area"," 79,207 ",2.036192179,1.939167261,2.008820057,1.977789998,1.958637476,1.971671573,1.98296833,1.966240883,0.329987824,0.403817906,0.419708014,0.399229079,0.381691009,0.371696033,0.372566911,0.372566911,8.1,23.6,12.7,13.6,10,8,19.8,14,0.9,0.300000012,4.8,2.208138227,2.824257851,5.351390362,16.37631798,4.241078377,11.41901016,5.970662594,1.028993249,5.80802536,5.858067513,24.84283638,7.540737629,3.746911526,67.98596954,41.59999847,40.8,10.3,27.0387853,28.61072765,-1.571942338,43552,44930,1378,5.638210867
19220,"Danville, KY Micro Area"," 54,186 ",1.879848957,1.889477372,1.936427236,1.986353397,1.926917434,2.014985718,1.963767767,1.969711423,0.447640538,0.481424718,0.488564521,0.499263018,0.494508119,0.493490503,0.504017901,0.502829161,10.7,23.1,13.9,13.1,9.8,7.7,19.4,4.9,0.4,0.200000003,2.5,1.293692112,2.152008295,6.852687836,16.07623291,1.650480986,11.65823174,5.49400425,2.357178688,3.095791817,5.963616371,26.36210251,8.726576805,3.962066412,67.45558929,47.09999847,38.9,9.3,26.2104295,29.42146105,-3.211031443,37488,39960,2472,5.066421973
19260,"Danville, VA Micro Area"," 103,881 ",1.860203385,2.00510931,1.9551965,1.959807873,1.951507449,1.966263596,1.978253007,1.969952703,0.331092238,0.352304276,0.376283109,0.391961575,0.438996963,0.427929789,0.438996963,0.430696597,8,22,14,15.2,11.4,8.7,17.4,32.5,0.6,0.100000001,3,2.638596058,1.568565845,6.357291698,17.55267906,2.241770029,12.73253632,4.914391041,1.005318284,3.864192247,7.416466713,25.40897179,7.095572472,4.600228786,62.44580078,38,32.8,10.4,14.20078809,13.52290524,0.457943185,39459,40124,665,6.200724353
19300,"Daphne-Fairhope-Foley, AL Metro Area"," 203,360 ",4.30455637,4.334607124,4.634803772,4.721923828,4.737401009,4.816338109,4.824920177,4.852472782,0.934416592,0.989525283,1.023157835,1.029235959,1.121952012,1.059221596,1.087916642,1.086295862,7.5,23.7,13.6,14.1,11.5,7.6,11.8,9.5,0.7,0.800000012,4.4,3.207612038,1.506808043,7.608877659,9.803746223,2.872876406,13.62605667,4.835412979,1.376121163,7.611111641,10.23713493,20.01965904,10.62249374,4.838763714,74.52878571,43.40000153,27.8,20.4,55.94440517,43.98238866,11.9279352,51365,52562,1197,7.850120595
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area"," 383,141 ",2.472828627,2.461206198,2.616683722,2.819907188,2.806066751,2.802941349,2.793342113,2.798030138,0.604056597,0.62665272,0.644550741,0.723058879,0.756767392,0.721496212,0.726407394,0.727970013,8.5,24.7,13,13.7,9.4,7.4,13.1,7.6,2.1,0.300000012,8.5,5.156848431,1.325665116,6.395319939,17.71171951,2.555935144,11.93317986,5.754417419,1.603078961,5.275248051,7.867916107,22.26328087,8.826254845,4.131053448,75.61306763,47.90000153,31.1,17.1,47.33668641,56.62431144,-9.301839705,53535,54629,1094,6.897076731
19380,"Dayton, OH Metro Area"," 800,893 ",,,,,,,,,,,,,0,,0,0,9.9,24.4,13.2,13.6,9.4,7.4,15.7,15.4,2.1,0.200000003,2.6,4.064837456,0.440064609,4.54127121,14.52213192,2.205209732,11.18106174,4.142471313,1.839801311,5.356789112,10.50291157,25.42791557,9.495187759,5.81775713,78.75215912,53.40000153,28.6,16.5,,,,49223,51204,1981,
19420,"Dayton, TN Micro Area"," 32,478 ",1.764240146,1.529098868,1.62319994,1.667738914,1.630623102,1.628148692,1.608353496,1.61330235,0.415697545,0.410748743,0.40085119,0.41074875,0.403325586,0.386004842,0.381056056,0.378581672,9.1,23.4,13.6,13.2,10.9,7,21.9,2.2,0.4,0.300000012,4.6,2.364677668,2.466082096,7.030957222,22.0448246,0.854508638,11.35597038,9.609474182,1.73150444,4.909677029,6.281388283,17.53991508,7.773030281,3.170676947,62.24319839,41,36.7,9.1,13.40278065,15.89625074,-2.493470193,38355,39368,1013,3.998614344
19760,"DeRidder, LA Micro Area"," 36,598 ",1.121116996,0.911582291,1.201567531,1.214543462,1.227519274,1.235304825,1.240495205,1.250875831,0.179067299,0.194638345,0.194638357,0.217994973,0.246541924,0.228375678,0.233566039,0.236161216,8.7,25.9,13,12.6,8.9,6,17.3,12.7,0.4,0.800000012,3.7,2.756981134,5.524199009,11.30943966,11.4505434,1.368703246,11.30238438,6.236771584,0.903061926,4.106109619,6.921123028,20.43177605,8.50148201,6.808240414,69.08531189,41.20000076,40.3,11.5,31.98485302,33.81892558,-1.989191864,46599,47350,751,5.050216619
19460,"Decatur, AL Metro Area"," 152,445 ",1.784080982,1.947480559,1.893214941,1.86827004,1.857356668,1.867230686,1.88074255,1.869829059,0.378850877,0.40639422,0.420945406,0.423543841,0.460441504,0.427701325,0.438095024,0.441213138,8.1,24.8,14.4,13.6,9.7,6.6,16.6,12.2,0.5,1.600000024,6.7,3.546196938,1.011301875,8.716534615,21.24843407,2.339626312,13.17070103,4.612677574,1.084217072,3.232044697,8.103096008,19.03878784,7.45953989,4.492208958,66.92672729,38.59999847,32.3,12.8,30.58749172,37.52277372,-6.935282063,45804,46725,921,5.594383894
19500,"Decatur, IL Metro Area"," 107,587 ",2.211530685,2.456162214,2.248416424,2.291716814,2.269264698,2.250020051,2.245208979,2.236388445,0.48993668,0.486729205,0.535642684,0.535642684,0.579744997,0.558896651,0.54767062,0.546868751,9.2,23.2,12.5,14.4,10,8.4,16.6,14,1.1,0.300000012,2.2,2.287451267,1.602610707,5.271362782,17.25248909,2.126421213,12.1079216,7.152507782,1.606768012,4.974121094,6.235839367,23.58186531,8.935957909,3.783076048,74.54073334,49,34.3,14.7,36.91944123,42.87315644,-5.916857893,47477,49052,1575,6.599739903
19540,"Decatur, IN Micro Area"," 35,018 ",1.343055964,1.183960199,1.418703556,1.434825182,1.390180707,1.39762141,1.37653923,1.372818947,0.27406773,0.285228863,0.305070877,0.305070877,0.317472126,0.303830748,0.290189357,0.280268374,8.7,22.3,11.5,11.5,7.8,7,18.9,0.9,0.4,0,4.4,0.896681726,3.243279457,8.80700779,29.78467369,2.153270006,9.923766136,3.142971754,2.119834185,4.079175949,4.353350163,17.01217079,5.536980152,2.534438848,63.74367523,43.09999847,40.7,10.1,51.62168754,54.6644194,-3.049824449,47572,48290,718,7.361386936
19580,"Defiance, OH Micro Area"," 38,311 ",2.201082706,2.247641087,2.255220413,2.296983719,2.15158534,2.157772604,2.167053461,2.15622592,0.587780356,0.63263721,0.648105204,0.61562258,0.578499585,0.558391346,0.556844519,0.552204158,9.1,23.8,12.5,14.1,9.6,7.5,11,1.9,0.4,0.400000006,9.6,1.814100385,2.122869015,4.797898769,29.01790428,2.11214757,11.39701939,4.728208542,0.723705351,3.736464024,6.443658352,19.71158981,8.121582031,3.237911463,77.53608704,55.29999924,44.7,11.1,51.16260825,51.40574608,-0.243137833,50822,55295,4473,6.556715636
19620,"Del Rio, TX Micro Area"," 48,976 ",0.568228066,0.389869601,0.58813417,0.658710301,0.650566876,0.655090991,0.577276289,0.573657036,0.096815929,0.095006299,0.104959331,0.118531652,0.112197897,0.110388255,0.113102724,0.113102724,11.2,25.7,11,9.2,7.7,6.2,20.9,1.4,0.6,0.300000012,81.4,21.81884956,4.805271149,7.49450922,6.048106194,1.344618797,12.90512657,6.669523716,0.535704732,5.357047081,4.901698112,22.05496407,9.926608086,14.41045666,67.63447571,34.20000076,25.6,12.9,13.5149932,25.34452152,-11.82952832,44170,44609,439,5.670815366
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"," 623,675 ",4.651176929,4.796397686,4.994682312,4.991807461,5.107096195,5.102989894,5.174544811,5.152678013,0.927751005,0.990374498,1.053921819,1.026613951,1.05176596,1.025587323,1.014910545,1.009674836,8.2,21.2,13.1,15.1,13.6,10.7,15.6,10.6,1.9,0.400000006,12.4,7.965206146,0.728230655,7.927765846,6.333219051,2.367346525,14.12051201,4.658288479,1.982538342,6.834226131,11.06990242,22.15293694,12.35564709,4.351078987,76.2026825,55.59999847,33.1,14.9,51.78763169,37.39046034,14.39717137,43432,45016,1584,7.471240468
19700,"Deming, NM Micro Area"," 24,319 ",0.677417576,0.542455137,0.836487293,0.778893054,0.776150525,0.767922778,0.677417576,0.674674988,0.106960669,0.123416153,0.126158729,0.115188412,0.126158737,0.115188415,0.106960675,0.112445827,9.6,21,11.1,11.5,11.1,9.2,31.8,1.4,0.5,1.100000024,65.9,16.84691048,7.85307169,7.295756817,10.99429989,1.266624451,14.8828373,5.649145126,0.379987329,1.62127924,5.889803886,22.72324181,8.879036903,7.954401493,51.10035324,34.09999847,30.6,8.6,2.608260188,8.86633068,-6.258070492,27326,27602,276,5.153824
19740,"Denver-Aurora-Lakewood, CO Metro Area"," 2,798,684 ",8.10831356,8.243711472,8.513774872,8.52603817,9.270531654,8.661039374,9.305750847,9.275830269,1.629074812,1.733903249,1.762478709,1.771005273,1.905999705,1.812490808,1.83456447,1.838865504,8.2,30.8,13.6,12.1,7.3,4.6,10.2,5.6,4.1,0.899999976,22.9,12.04433918,1.462859869,7.959045887,6.629879951,2.86768508,10.59238148,4.980384827,3.549356937,8.088383675,15.24097729,19.4307251,10.04983234,4.26413393,85.02631378,58.70000076,20.2,26.8,79.1495435,68.6700013,10.48073293,68173,71884,3711,9.43977709
19780,"Des Moines-West Des Moines, IA Metro Area"," 623,113 ",4.593364239,4.748853207,4.826951504,4.870099068,4.90952158,5.036513325,4.915264606,4.901761532,0.998139083,1.060511402,1.056186676,1.065343857,1.147293393,1.111011986,1.104300935,1.104300935,8.5,28.5,13.2,11.7,7.2,5.3,10.3,5.1,3.9,0.300000012,7.2,7.511318684,1.458060861,6.240176678,8.656579971,3.007906675,11.57270241,4.29109621,1.95028019,15.95678329,10.4574852,20.6843071,7.695538044,3.71669054,81.8000412,51.40000153,25.3,25.2,72.61114886,73.67018949,-1.159615445,63534,65971,2437,8.189759707
19820,"Detroit-Warren-Dearborn, MI Metro Area"," 4,304,613 ",5.265469074,5.274890423,5.482723236,5.590046406,6.133250237,5.654716026,6.202133656,6.184504509,1.132087469,1.173824322,1.208633304,1.2554636,1.320339274,1.262536472,1.285249088,1.282150764,8.8,24.9,14.5,13.9,8.8,6.4,15.6,22.3,4.1,0.300000012,4.3,9.297073364,0.335978895,4.610746384,19.0407486,2.492988825,10.7898674,4.334457397,1.718791962,6.35033083,11.31688499,22.06653595,9.240662575,3.200243473,77.42630768,48.90000153,27,18,57.95599756,51.44812597,6.507871578,54037,56339,2302,7.092824652
19860,"Dickinson, ND Micro Area"," 30,316 ",1.751635075,1.712599754,1.922878623,1.887804508,1.875425577,1.883678241,1.885741472,1.887804508,0.313602507,0.325981541,0.361055523,0.377560884,0.418824423,0.420887574,0.402319012,0.396129489,9.7,29,12,11.6,6.1,6.8,8.1,1.8,1.2,1.200000048,5.1,3.898931265,17.40292931,7.814303875,7.941909313,3.123291016,11.06519985,8.786534309,1.585951209,3.943610668,5.547791004,16.73451996,7.85683918,4.046910286,78.10566711,45.90000153,32.3,17.4,73.32336658,86.36002332,-12.52056178,76817,77328,511,13.06747179
19940,"Dixon, IL Micro Area"," 34,670 ",2.540586948,2.518649101,2.582969427,2.570019245,2.588855743,2.578260202,2.595919609,2.598274231,0.574516416,0.604546473,0.603948593,0.598062158,0.632203557,0.582757435,0.612189667,0.631026225,7.9,24.6,14.5,15,9.7,8.3,11.8,5.2,0.7,0.300000012,5.9,2.719930649,2.905238628,4.465097904,16.54751015,2.346288919,11.63395309,6.785389423,0.981411695,5.531002045,6.10945034,24.28181458,9.07318306,5.206031322,76.37149811,50.40000153,35.3,10.9,38.76350304,44.19647682,-5.377786889,55067,58319,3252,6.660617319
