providername;dbaname;blockcode;techcode;maxaddown;maxadup;maxcirdown;maxcirup;county_FIPS;broadband;broadband_pct;mediandown;medianup;prom_provider;prom_tech
Suddenlink Communications;Suddenlink Communications;480639502003039;43;1000;  50,0;   0;   0;48063;1;0,4042598;10;1,3;SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;480499511002069;43; 987;  35,0;   0;   0;48049;1;0,3841733;15;3,0;CT CUBE INC DBA WEST CENTRAL WIRELESS;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;480519705002037;43; 987;  35,0;   0;   0;48051;1;0,4224796;25;3,0;Frontier Communications Corporation;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;481059501004079;43; 987;  35,0;   0;   0;48105;1;0,3866688; 4;1,3;GCI Communication Corp.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;481239702002026;43; 987;  35,0;   0;   0;48123;1;0,4464945;12;1,3;SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;481990305011021;43; 987;  35,0;   0;   0;48199;1;0,4670029;12;1,3;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;482179602001126;43; 987;  35,0;   0;   0;48217;1;0,5314288;25;3,0;AMG Technology Investment Group;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;482899502004076;43; 987;  35,0;   0;   0;48289;1;0,4511301;10;1,5;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;483499707003006;43; 987;  35,0;   0;   0;48349;1;0,5112705;25;3,0;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;483519501003048;43; 987;  35,0;   0;   0;48351;1;0,4744118;12;1,3;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;483719505002215;43; 987;  35,0;   0;   0;48371;1;0,3981580;12;1,3;Big Bend Telephone Company, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;484039501001048;43; 987;  35,0;   0;   0;48403;1;0,4834069;25;1,5;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;484199504004021;43; 987;  35,0;   0;   0;48419;1;0,3907271;10;1,3;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;484559502004003;43; 987;  35,0;   0;   0;48455;1;0,4581630;25;1,5;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;484659502011030;43; 987;  35,0;   0;   0;48465;1;0,5016777;25;3,0;ViaSat, Inc.;60
COMCAST CABLE COMMUNICATIONS, LLC;Comcast;485019502003008;43; 987;  35,0;   0;   0;48501;1;0,4244305;15;2,0;GCI Communication Corp.;60
Charter Communications, Inc.;Charter Communications Inc;485079503024043;43; 940;  35,0;   0;   0;48507;1;0,4633003;25;2,0;ViaSat, Inc.;60
Charter Communications, Inc.;Charter Communications Inc;485059504004007;43; 940;  35,0;   0;   0;48505;1;0,3873790;20;3,0;Border to Border Communications, Inc.;60
Charter Communications, Inc.;Charter Communications Inc;484930006002091;43; 940;  35,0;   0;   0;48493;1;0,5240183;25;3,0;Frontier Communications Corporation;60
Charter Communications, Inc.;Charter Communications Inc;483919504001048;43; 940;  35,0;   0;   0;48391;1;0,4405201;10;3,0;ViaSat, Inc.;60
Charter Communications, Inc.;Charter Communications Inc;481450002001185;43; 940;  35,0;   0;   0;48145;1;0,4685661;20;3,0;ViaSat, Inc.;60
Charter Communications, Inc.;Charter Communications Inc;481279504002001;43; 940;  35,0;   0;   0;48127;1;0,3752467;25;2,0;ViaSat, Inc.;60
Charter Communications, Inc.;Charter Communications Inc;480259506001300;43; 940;  35,0;   0;   0;48025;1;0,5290745;25;3,0;ViaSat, Inc.;60
TDS BROADBAND SERVICE LLC;TDS;480439503002148;42; 600;  20,0;   0;   0;48043;1;0,3498210;12;1,3;Big Bend Telephone Company, Inc.;60
Vyve Broadband A, LLC;Vyve Broadband;483579503003053;43; 500;  15,0;   0;   0;48357;1;0,4156175;15;2,0;Panhandle Telecommunication Systems Inc;60
Big Bend Telephone Company, Inc.;Big Bend Telecom;482439501001029;50; 400;  25,0;   0;   0;48243;1;0,4304731;18;1,3;ViaSat, Inc.;60
Big Bend Telephone Company, Inc.;Big Bend Telecom;483779501001021;50; 400;  25,0;   0;   0;48377;1;0,3231478;12;1,3;Big Bend Telephone Company, Inc.;60
Vyve Broadband A, LLC;Vyve Broadband;481119501001649;43; 300;  15,0;   0;   0;48111;1;0,5408330;25;3,0;ViaSat, Inc.;60
Vyve Broadband A, LLC;Vyve Broadband;482059502001012;43; 300;  15,0;   0;   0;48205;1;0,5429270;25;3,0;ViaSat, Inc.;60
Telecommunications Management, LLC d/b/a NewWave Communications;NewWave;484579504003030;42; 300;  10,0;   0;   0;48457;1;0,4756856;10;1,3;ViaSat, Inc.;60
ETEX Communications, LP;ETEX Communications, LP;483439503003042;50; 300;  50,0;   0;   0;48343;1;0,4741441;25;3,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;484459503002059;50; 300;   1,5;   0;   0;48445;0;0,3914039;15;2,0;ViaSat, Inc.;60
Poka Lambro Telephone Cooperative, Inc.;Poka Lambro Telephone Cooperative, Inc.;483059506001313;50; 250;  25,0;   0;   0;48305;1;0,4309383;15;2,0;ViaSat, Inc.;60
Poka Lambro Telephone Cooperative, Inc.;Poka Lambro Telephone Cooperative, Inc.;480339501001099;50; 250;  25,0;   0;   0;48033;1;0,4082144;10;2,0;ViaSat, Inc.;60
Wes-Tex Telephone Cooperative, Inc.;Wes-Tex Telephone Cooperative;481739501001013;50; 250;  50,0; 500; 120;48173;1;0,4409367; 2;1,3;ViaSat, Inc.;60
Wes-Tex Telephone Cooperative, Inc.;Wes-Tex Telephone Cooperative;483839501001010;50; 250;  50,0; 500; 120;48383;1;0,3588661; 6;1,3;ViaSat, Inc.;60
FIVE AREA TELEPHONE COOP., INC.;FIVEAREA;480179501006086;50; 200;  75,0; 200;  75;48017;1;0,4143474;10;1,3;ViaSat, Inc.;60
Mid-Plains Rural Telephone Cooperative, Inc.;Mid-Plains Communications;480119501001257;50; 200; 100,0;   0;   0;48011;1;0,4718657;15;2,0;ViaSat, Inc.;60
Mid-Plains Rural Telephone Cooperative, Inc.;Mid-Plains Communications;480459502001000;50; 200; 100,0;   0;   0;48045;1;0,4463060;15;2,0;ViaSat, Inc.;60
Mid-Plains Rural Telephone Cooperative, Inc.;Mid-Plains Communications;481299503001127;50; 200; 100,0;   0;   0;48129;1;0,3480487;15;2,0;ViaSat, Inc.;60
Mid-Plains Rural Telephone Cooperative, Inc.;Mid-Plains Communications;481919505003030;50; 200; 100,0;   0;   0;48191;1;0,3661628;12;2,0;ViaSat, Inc.;60
Zito Media, L.P.;Zito Media LP;480019501002067;42; 200;  15,0;   0;   0;48001;1;0,4695101;25;2,0;ViaSat, Inc.;60
Zito Media, L.P.;Zito Media LP;485039504001081;42; 200;  15,0;   0;   0;48503;1;0,5530570;25;3,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;480799501002167;50; 200;   1,5;   0;   0;48079;0;0,3863025;10;1,3;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;481079502001104;50; 200; 200,0;   0;   0;48107;1;0,4466613;15;3,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;481099503001562;50; 200; 200,0;   0;   0;48109;1;0,5004250;25;3,0;GCI Communication Corp.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;482299503002772;50; 200;   1,5;   0;   0;48229;0;0,5065583;25;3,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;482959503001388;50; 200; 200,0;   0;   0;48295;1;0,3746460;15;2,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;483359504001133;50; 200; 200,0;   0;   0;48335;1;0,4587986;10;2,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;483599501001081;50; 200; 200,0;   0;   0;48359;1;0,4981969;25;2,0;GCI Communication Corp.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;483879501001004;50; 200;   1,5;   0;   0;48387;0;0,5735957;25;3,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;483939501001697;50; 200; 200,0;   0;   0;48393;1;0,4119003;15;2,0;ViaSat, Inc.;60
Valor Telecommunications of Texas, LLC;Valor Telecommunications of Texas LP;484839501001048;50; 200; 200,0;   0;   0;48483;1;0,3566565;10;2,0;ViaSat, Inc.;60
South Plains Telephone Cooperative, Inc.;SOUTH PLAINS TELEPHONE COOPERATIVE;481259503001136;50; 150; 150,0;   0;   0;48125;1;0,5386383;25;3,0;ViaSat, Inc.;60
Suddenlink Communications;Suddenlink Communications;484299505003364;42; 150;   8,0;   0;   0;48429;1;0,5465482;25;3,0;ViaSat, Inc.;60
Suddenlink Communications;Suddenlink Communications;482639501001082;42; 150;   7,0;   0;   0;48263;1;0,4869411;10;3,0;ViaSat, Inc.;60
Southwest Texas Telephone Company;Southwest Texas Telephone Company;482719501001238;50; 100;  25,0; 100;  25;48271;1;0,4496285;10;1,3;ViaSat, Inc.;60
ViaSat, Inc.;Viasat Inc;482359501001000;60; 100;   3,0;   0;   0;48235;1;0,3655914; 4;1,3;GCI Communication Corp.;60
ViaSat, Inc.;Viasat Inc;482379501001000;60; 100;   3,0;   0;   0;48237;1;0,6528091;35;3,0;ViaSat, Inc.;60
ViaSat, Inc.;Viasat Inc;482559702002057;60; 100;   3,0;   0;   0;48255;1;0,4780856;25;1,5;SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.;60
ViaSat, Inc.;Viasat Inc;484319501001000;60; 100;   3,0;   0;   0;48431;1;0,3615329; 4;1,3;GCI Communication Corp.;60
Dell Telephone Cooperative, Inc.;Dell Telephone Cooperative, Inc.;481039501001509;50; 100; 100,0;   0;   0;48103;1;0,4287433;15;1,3;ViaSat, Inc.;60
Dell Telephone Cooperative, Inc.;Dell Telephone Cooperative, Inc.;483019501001059;50; 100; 100,0;   0;   0;48301;1;0,4903997;10;1,3;ViaSat, Inc.;60
Dell Telephone Cooperative, Inc.;Dell Telephone Cooperative, Inc.;484759501001012;50; 100; 100,0;   0;   0;48475;1;0,4317567;10;1,3;ViaSat, Inc.;60
Dell Telephone Cooperative, Inc.;Dell Telephone Cooperative, Inc.;484959502001001;50; 100; 100,0;   0;   0;48495;1;0,4036255;10;1,3;GCI Communication Corp.;60
Big Bend Telephone Company, Inc.;Big Bend Telephone Company;484439501001061;50; 100;  25,0;   0;   0;48443;1;0,3530093; 3;1,3;Big Bend Telephone Company, Inc.;60
Resound Networks;Resound Networks LLC;480879503001157;70; 100;  10,0;   0;   0;48087;1;0,3704531;10;3,0;ViaSat, Inc.;60
Resound Networks;Resound Networks LLC;482119503001610;70; 100;  10,0;   0;   0;48211;1;0,3961597;15;2,0;ViaSat, Inc.;60
Hill Country Telephone Cooperative, Inc.;Hill Country Telephone Cooperative, Inc.;483279503001341;12;  50;  10,0;   0;   0;48327;1;0,4351001;12;2,0;ViaSat, Inc.;60
Arnold Burton;VGI Technology, Inc.;484139503002008;70;  50;   2,0; 100; 100;48413;0;0,3867790; 4;1,3;GCI Communication Corp.;60
Cap Rock Telephone Cooperative, Inc;Cap Rock Telephone Cooperative;483459501002902;50;  50;  50,0;   0;   0;48345;1;0,4854855;15;3,0;ViaSat, Inc.;60
