FIPS,county,IRR2000,IRR2010,pct_change_proprietors_2000_2017,proprietors_2000,proprietors_2017,pct_proprietors_employment_2000,pct_proprietors_employment_2010,pct_proprietors_employment_2017,total_employment_2017,wage_salary_jobs_2017,pct_change_pro_emp_2000_2017,pct_change_pro_emp_2010_2017,pct_broadband_FCC,pct_broadband_MS,state,population,venturedensitymay18,venturedensitynov18,venturedensityfeb19,venturedensitysep19,venturedensityoct19,venturedensitynov19,venturedensitydec19,highlyactive_vdmay18,highlyactive_vdnov18,highlyactive_vdfeb19,highlyactive_vdsep19,highlyactive_vdoct19,highlyactive_vdnov19,highlyactive_vddec19,pctblack,pctnative,pctasian,pcthispanic,pctagriculture,pctconstruction,pctwholesale,pctretail,pcttransportation,pctinformation_tech,pctfinance,pctprofessional,pcteducation,pctother_occupation,pctpublic,pctbroadband,pctbroadband_poorpeople,pcthighschool,pctcollege,pctmillennial,pctgenx,pctbabyboomer,pctforeignborn,prosperityindex2016,prosperity2007,change_prosperity,medinc2016,medinc2017,change_income,unemployment,net_migration,frac_BB.sept,frac_BB.oct,frac_BB.nov,frac_BB.dec,pctbbfrac_ASU,emp_cbp_2012,est_cbp_2012,est_50_cbp_2012,est_10_cbp_2012,pct_50_est_cbp_2012,pct_10_est_cbp_2012,emp_cbp_2017,est_cbp_2017,est_50_cbp_2017,est_10_cbp_2017,pct_50_est_cbp_2017,pct_10_est_cbp_2017,emp_cbp_2018,est_cbp_2018,est_50_cbp_2018,est_10_cbp_2018,pct_50_est_cbp_2018,pct_10_est_cbp_2018,neest_nemp_2012,nonfarmneest_nemp_2012,pct_nonfarmneest_nemp_2012,neest_nemp_2017,nonfarmneest_nemp_2017,pct_nonfarmneest_nemp_2017,neest_nemp_2018,nonfarmneest_nemp_2018,pct_nonfarmneest_nemp_2018,chg_pct_nonfarmneest_nemp_2012_2018,pct_fixed_acs_2018,pct_nobroadband_acs_2018,pct_cellular_acs_2018,pct_sat_acs_2018,pct_anybroadband_acs_2018,totalemp_bea_2012,totalemp_bea_2018,salaryemp_bea_2012,salaryemp_bea_2018,proprietors_bea_2012,proprietors_bea_2018,nonfarmproprietors_bea_2012,nonfarmproprietors_bea_2018,pct_nonfarm_bea_2012,pct_nonfarm_bea_2018,pct_chg_bea_2012_2018,emp_abs_2012,firm_2012,emp_abs_2017,firm_2017,chg_firm_2012_2017,venturedensity_mean,highlyactive_vd_mean,pct_broadband_mlab
48091,Comal County,0.46,0.44,1.887087027,9928,28663,0.2418,0.3491,0.330302611,86778,58115,0.0885,-0.0188,0.96,0.79,Texas,124234,7.29993391,9.181866646,18.52471924,6.712699413,9.504772186,6.721246243,6.705188274,1.479997516,1.648502111,3.537678957,1.323736645,1.818701267,1.270642132,1.270383131,1.955986261,0.138448417,0.982822776,26.35832405,2,9.5,3.299999952,12.19999981,4.400000095,2,6.900000095,13.30000019,20.799999239999998,5.400000095,4.400000095,85.6,60.29999924,91.5,34.5,16,26.39999962,25.5,6.760629267,86.59889984,79.41181183,7.187088013,65677,69666,3989,3.8,714,0.43597881367524444,0.44204717070462846,0.4537935155292485,0.49776176192808963,0.856,38691,2984,2834,2216,0.9497319034852547,0.7426273458445041,48653,3667,1480,705,0.4035996727570221,0.19225524952277065,51846,3823,1515,700,0.39628563955009155,0.18310227569971227,11297,11221,0.9932725502345755,14582,14181,0.9725003428884926,15676,15573,0.9934294462873182,1.5689605274271656e-4,75.4,12.8,7.9,7.3,87.2,68791,92253,44768,61118,24023,31135,23035,30142,0.33485485019842715,0.32673192199711665,-0.008122928201310498,42180,2334,58448,3322,988,9.235775130285715,1.764234537,0.4573953154593028
48093,Comanche County,0.56,0.56,-0.180241724,3806,3120,0.4699,0.4161,0.443622921,7033,3913,-0.0263,0.0275,0.3,0.13,Texas,13506,0.125869989,2.147193909,0.48867169,0.835687399,7.337563515,0.870998144,0.882768333,0.378535479,0.370205849,0.081445284,0.386100379,0.565342605,0.368550373,0.361530366,1.021768093,0.192507029,0.259144098,26.92877388,13.30000019,5.599999905,1.5,14.100000380000001,7.300000191,0.600000024,3.5,3.5,24.10000038,5,3.799999952,60.2,42.79999924,79.90000153,17,14.09999943,23.200000760000002,26.89999962,8.381459862,6.023600101,6.534452915,-0.510852814,35689,39054,3365,3.6,405,0.12554566292350575,0.04617692263844599,0.08364684854310842,0.10202824549760849,0.602,2379,266,258,211,0.9699248120300752,0.793233082706767,2545,241,101,59,0.4190871369294606,0.24481327800829875,2607,246,94,51,0.3821138211382114,0.2073170731707317,935,771,0.8245989304812834,1061,967,0.9114043355325165,1117,1034,0.9256938227394808,0.10109489225819734,39,32.5,12.1,15.9,67.5,6842,7202,3944,3995,2898,3207,1609,1921,0.23516515638702135,0.266731463482366,0.03156630709534464,2402,193,2727,235,42,1.8126789970000001,0.35881576214285715,0.08934941990066717
48095,Concho County,0.6,0.61,-0.178723404,940,772,0.4498,0.4006,0.469300912,1645,873,0.0195,0.0687,0.14,0.06,Texas,4142,0.50700146,1.424432635,1.303717971,1.376754045,2.599498034,1.323801994,1.323801994,0.191286251,0.169000477,0.241429254,0.177964731,0.492096215,0.194143341,0.177964731,0.700144827,0,0.820859551,55.45629883,21.200000760000002,10.5,0.300000012,2.5999999049999998,1.600000024,5.699999809,4.099999905,3.799999952,20.89999962,4.800000191,16.39999962,69.8,37.5,61.40000153,11.5,19.200000760000002,33.5,20.200000760000002,29.79237139,21.31380081,18.76830673,2.54549408,50336,48516,-1820,0.4,-215,0,NA,0.3694402477320622,0.5560539379619662,0.698,700,50,48,33,0.96,0.66,665,47,23,16,0.48936170212765956,0.3404255319148936,392,48,25,18,0.5208333333333334,0.375,235,148,0.6297872340425532,232,167,0.7198275862068966,244,215,0.8811475409836066,0.2513603069410534,31,28.8,32.2,10.1,71.2,1747,1542,1042,763,705,779,347,410,0.1986262163709216,0.26588845654993515,0.06726224017901355,426,15,750,NA,NA,1.4084297332857143,0.2348407142857143,NA
48097,Cooke County,0.51,0.51,0.118582352,8239,9216,0.3763,0.336,0.376409083,24484,15268,1e-4,0.0404,0.96,0.38,Texas,38878,0.488708258,2.945110321,0.874530554,1.463043809,3.090999126,1.444043279,1.447843432,0.549248636,0.547867715,0.187766865,0.866765995,0.638906181,0.860240776,0.859153271,2.623591661,0.56330061,0.80251044,16.92473984,8.300000191,4.5,1.700000048,10.69999981,5.699999809,0.699999988,3.200000048,5.599999905,20.200000760000002,3.9000000950000002,3.5999999049999998,72.2,42.70000076,86.09999847,21.60000038,18.200000760000002,23.90000153,24.10000038,8.899635077,75.30807495,66.04759979,9.260475159,52511,56269,3758,5.2,1134,0.1421699109450819,0.2964516166182156,0.39785872832683616,0.3485994023339073,0.722,12947,855,802,629,0.9380116959064327,0.735672514619883,12782,906,378,189,0.41721854304635764,0.20860927152317882,13287,916,369,171,0.4028384279475983,0.18668122270742357,3338,3268,0.9790293588975434,3595,3501,0.9738525730180807,3622,3517,0.9710104914411927,-0.00801886745635072,49,24,14.3,13.6,76,25919,24996,17761,15675,8158,9321,6420,7579,0.2476947413094641,0.30320851336213794,0.055513772052673854,10734,672,14819,843,171,1.6791826827142857,0.6442784912857142,0.29626991455601026
48099,Coryell County,0.47,0.48,0.051558962,5741,6037,0.3005,0.2507,0.242830136,24861,18824,-0.0577,-0.0079,0.94,0.41,Texas,75710,1.487254024,1.442345738,3.821159601,2.223044634,2.343631029,2.230872154,2.228737354,0.232472584,0.262845069,0.743627012,0.458983239,0.532263219,0.429807603,0.42909598,13.4605732,0.567956686,1.750099063,17.53533173,1.200000048,6.699999809,1.799999952,11,4.599999905,1.799999952,5,8.699999809,23.89999962,4.5,16.39999962,82.7,57.5,87.59999847,15.100000380000001,29.799999239999998,25.59999847,13.600000380000001,6.439043581,44.80548096,41.21268082,3.59280014,47685,49275,1590,9.9,1521,0.2706918695960753,0.29566177289345186,0.36293809937197785,0.3179880318008798,0.8270000000000001,9594,713,688,520,0.9649368863955119,0.729312762973352,9653,734,330,170,0.44959128065395093,0.23160762942779292,9510,733,327,163,0.4461118690313779,0.22237380627557982,2602,2235,0.8589546502690238,3176,2705,0.8517002518891688,3221,2774,0.8612232226016765,0.002268572332652652,63.5,15.7,14.1,8.5,84.3,21521,24627,16071,17819,5450,6808,4259,5620,0.19789972584917057,0.2282048158525196,0.030305090003349022,8768,539,10202,659,120,2.253863504857143,0.4412992437142857,0.3118199434155962
48101,Cottle County,0.64,0.66,-0.116831683,505,446,0.4414,0.4837,0.502252252,888,442,0.0609,0.0186,0.85,0.09,Texas,1560,NA,0.897435904,NA,NA,NA,NA,NA,NA,0.320512831,NA,0.35912504,NA,0.35912504,0.370007614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.39999962,NA,NA,NA,NA,NA,3.717948869,NA,NA,-11.24639893,NA,NA,-216,10.7,21,0.46279577705135455,0.26840336283596733,0,0.2059459029488764,NA,156,30,30,24,1,0.8,131,27,10,4,0.37037037037037035,0.14814814814814814,135,27,10,5,0.37037037037037035,0.18518518518518517,118,88,0.7457627118644068,125,108,0.864,137,118,0.8613138686131386,0.11555115674873184,48.7,34.8,12.5,5.8,65.2,828,911,426,465,402,446,175,215,0.2113526570048309,0.23600439077936333,0.02465173377453242,60,28,60,NA,NA,NA,NA,0.23428626070904957
48103,Crane County,0.6,0.6,0.475446429,448,661,0.229,0.2484,0.343198339,1926,1265,0.1142,0.0948,0.01,0.07,Texas,4823,0.186605841,0.497615606,0.497615606,0.755058885,0.815463603,0.90607065,0.87586832,0.062201951,0.062201947,0.103669912,0.15101938,0.120809421,0.18877422,0.176189269,4.10532856,0.062201947,0,61.43479156,30.60000038,6.099999905,1.399999976,6.900000095,8,0.200000003,1.899999976,2.5999999049999998,18,8.199999809,5.800000191,68.7,44.5,72.80000305,12.899999619999999,18.799999239999998,24.299999239999998,18.200000760000002,19.63508129,37.10739899,47.37720108,-10.26980209,56331,60133,3802,2.6,1146,0,0,0,0,0.687,1063,86,80,65,0.9302325581395349,0.7558139534883721,930,82,44,20,0.5365853658536586,0.24390243902439024,1049,90,45,22,0.5,0.24444444444444444,283,259,0.9151943462897526,326,293,0.8987730061349694,347,344,0.9913544668587896,0.07616012056903698,50.5,28.5,12.3,9.2,71.5,2228,2133,1691,1475,537,658,514,633,0.23070017953321365,0.2967651195499297,0.06606494001671603,982,92,653,69,-23,0.6477569301428572,0.12355229999999999,0
48105,Crockett County,0.63,0.64,0.305232558,688,898,0.3133,0.3231,0.355221519,2528,1630,0.0419,0.0321,NA,0.11,Texas,3836,0.338894695,0.912408769,0.417101145,1.146324992,1.180040479,1.247471333,1.213755846,0.101905398,0.130344108,0.078206465,0.168577209,0.101146325,0.134861772,0.168577209,0.364963502,0,0,63.11261749,36.5,16.5,0,7.400000095,5.099999905,0,2.299999952,1.299999952,16,3,5.099999905,66.5,73,73.69999695,11,15.19999981,24.200000760000002,24.60000038,7.377476245,28.03339958,40.59890747,-12.56550598,48982,50646,1664,2.4,228,0.06941936655770319,0.09543230678612172,0.05037821559982666,0.16475672235910113,0.665,1135,130,127,100,0.9769230769230769,0.7692307692307693,1003,123,44,18,0.35772357723577236,0.14634146341463414,1155,120,46,20,0.38333333333333336,0.16666666666666666,301,283,0.9401993355481728,298,245,0.8221476510067114,320,302,0.94375,0.003550664451827168,62.5,26.6,4.8,10,73.4,2433,2457,1542,1616,891,841,714,650,0.2934648581997534,0.26455026455026454,-0.02891459364948884,923,132,619,103,-29,0.9222853227142858,0.1262312122857143,0.09499665282568817
48107,Crosby County,0.58,0.59,-0.042462845,942,902,0.3319,0.3534,0.359649123,2508,1606,0.0277,0.0062,0.66,0.07,Texas,5987,0.517788529,0.567897081,1.252714157,1.794703364,2.053813934,1.816590071,1.75093019,0.061591782,0.083514281,0.250542849,0.39688265,0.504146338,0.39688265,0.360802421,3.97527957,0,0,54.30098724,15.5,7.699999809,5.5,10.899999619999999,2.9000000950000002,2.5,4.300000191,6.099999905,26.39999962,5.300000191,4.699999809,60.5,39.20000076,72.30000305,12.100000380000001,16.10000038,22.799999239999998,22.69999886,2.53883414,15.08476639,16.11063004,-1.025863647,39378,39026,-352,7.7,8721,0.23139788852567728,0.26508974107256034,0.14777609909282485,0.2256450762744211,0.605,653,101,99,85,0.9801980198019802,0.8415841584158416,580,95,34,21,0.35789473684210527,0.22105263157894736,571,91,34,23,0.37362637362637363,0.25274725274725274,345,287,0.8318840579710145,369,315,0.8536585365853658,347,310,0.8933717579250721,0.06148769995405756,38.1,34.1,17.1,10.6,65.9,2533,2541,1595,1580,938,961,581,577,0.22937228582708252,0.2270759543486816,-0.0022963314784009148,804,116,796,93,-23,1.3934910465714285,0.2934804244285714,0.21747720124137088
48109,Culberson County,0.65,0.67,0.043076923,325,339,0.24,0.213,0.225548902,1503,1164,-0.0145,0.0125,0.83,0.08,Texas,2259,0.265604258,0.619743228,0.486941129,0.521920681,2.940467834,0.417536527,0.417536527,0.132802129,0.221336871,0.221336871,0.208768272,1.443118811,0.208768272,0.208768272,0.398406386,0,0,78.08765411,17.60000038,7.400000095,1.299999952,11.80000019,5.699999809,0.300000012,2.4000000950000002,4.5,18.200000760000002,4,6,49.3,23.200000760000002,64.90000153,7.699999809,19.799999239999998,22.200000760000002,23.799999239999998,14.69676793,14.89939976,1.806801796,13.09259796,34837,33981,-856,5.3,245,0,0,0,0,0.493,553,51,48,33,0.9411764705882353,0.6470588235294118,624,57,25,7,0.43859649122807015,0.12280701754385964,695,58,23,9,0.39655172413793105,0.15517241379310345,195,164,0.841025641025641,189,165,0.873015873015873,208,190,0.9134615384615384,0.0724358974358974,22.6,47.3,18.8,8.8,52.7,1365,1598,1067,1252,298,346,229,269,0.16776556776556775,0.16833541927409262,5.698515085248712e-4,228,32,612,43,11,0.8099643120000001,0.3778427854285714,0
48111,Dallam County,0.6,0.6,-0.127967574,1727,1506,0.3279,0.3477,0.270717239,5563,4057,-0.0572,-0.077,0.96,0.19,Texas,7052,0.085082248,1.730005622,0.170164496,0.5835765,1.329434156,0.708628595,0.666944563,0.411230862,0.382870108,0.056721497,0.370270014,0.09167584,0.379301002,0.352208083,1.318774819,1.12024951,0.935904682,42.64038467,22.5,6.900000095,3.700000048,8.399999619,8,0.699999988,2.5,4.699999809,12.69999981,3.9000000950000002,5.5,68.2,56.40000153,72.69999695,11.80000019,21.299999239999998,23.89999962,15.600000380000001,22.80204147,39.82115173,34.42120361,5.39994812,42214,43897,1683,3.7,-21,0.23139788852567728,0.24967754682415566,0.23558508551030052,0.14197121820305522,0.682,1656,205,202,154,0.9853658536585366,0.751219512195122,1684,211,88,38,0.41706161137440756,0.18009478672985782,1702,211,82,31,0.3886255924170616,0.14691943127962084,529,384,0.725897920604915,550,488,0.8872727272727273,543,415,0.7642725598526704,0.038374639247755415,52.9,27.6,16,6.5,72.4,5529,5611,3645,4074,1884,1537,1567,1183,0.2834147223729427,0.21083585813580466,-0.07257886423713802,1831,167,1750,NA,NA,0.7534051685714287,0.2920396294285714,0.21465793476579717
48113,Dallas County,0.16,0.14,0.9723789,242713,478722,0.1289,0.198,0.211010662,2268710,1789988,0.0821,0.013,1,0.61,Texas,2513054,2.484745741,7.700988293,5.887378693,6.235918045,8.736475945,6.281514168,6.266027451,1.456528306,1.494038701,1.179043531,1.423714962,1.850362182,1.3845535,1.383492816,22.06335449,0.168480262,5.747588158,39.30870438,0.800000012,9.300000191,3.0999999049999998,11,5.800000191,2.299999952,8.800000191,14.100000380000001,18.299999239999998,5.599999905,2.299999952,76.5,49.59999847,78,29.700000760000002,23.299999239999998,27.10000038,16.09999847,24.32896346,52.60573959,46.89477539,5.710964203,49196,51411,2215,5.9,-152,0.27499307076444224,0.28217013206590064,0.32192684554764706,0.34726804415864426,0.765,1290410,61662,56892,42454,0.9226427945898609,0.6884953455937206,1489586,66633,27403,11405,0.41125268260471537,0.17116143652544535,1502707,66685,27416,11421,0.4111269400914748,0.17126790132713504,207967,207687,0.9986536325474715,242682,242390,0.9987967793243834,252821,252516,0.9987936128723485,1.3998032487694267e-4,64.1,21.3,11.3,5,78.7,1963201,2317560,1552693,1822074,410508,495486,409774,494747,0.20872748129203275,0.21347753671965342,0.004750055427620664,1352028,46902,1573395,50643,3741,6.227578333714286,1.453104856857143,0.30658952313415855
48115,Dawson County,0.55,0.56,0.041179461,1967,2048,0.2769,0.288,0.308992154,6628,4580,0.0321,0.021,0.56,0.15,Texas,13317,0.030036796,1.17894423,0.030036796,0.769230783,0.769230783,1.153846145,1.538461566,0.142674774,0.150183976,0.007509199,0.138828636,0.384615391,0.164859009,0.19088937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.20000076,NA,NA,NA,NA,NA,7.216340303,NA,NA,-12.06672668,NA,NA,847,6.7,-365,0.3470968327885159,0.13420168141798366,0.35752282038586664,0.19221617608561797,NA,2701,281,273,216,0.9715302491103203,0.7686832740213523,2585,275,126,78,0.4581818181818182,0.28363636363636363,2609,279,119,62,0.4265232974910394,0.2222222222222222,670,631,0.9417910447761194,705,612,0.8680851063829788,722,639,0.8850415512465374,-0.05674949352958203,47.7,31,14.9,9.6,69,6555,6665,4600,4574,1955,2091,1496,1617,0.22822273073989321,0.24261065266316578,0.014387921923272567,1750,317,1684,279,-38,0.7813981570000001,0.16850862214285714,0.257759377669496
48117,Deaf Smith County,0.56,0.56,-0.045929798,2678,2555,0.2958,0.2438,0.258996452,9865,7310,-0.0368,0.0152,0.87,0.09,Texas,19039,0.330899745,0.709070861,0.698566079,0.98153609,2.254893541,1.015855551,1.015855551,0.114909135,0.126057044,0.141814172,0.604179362,0.260917783,0.579236215,0.590322027,0.908661187,0.315142602,0.383423507,70.68648529,14.399999619999999,7,1.700000048,10,7.800000191,1.5,3.0999999049999998,4.199999809,17.39999962,6.699999809,4.199999809,68.9,37.70000076,71.80000305,14.19999981,20.299999239999998,23.200000760000002,17.200000760000002,16.31913483,23.0618,40.92210388,-17.86030197,42895,47219,4324,5,533,0.09917052365386168,0.12630746486398461,0.1521224549484962,0.13529292894451733,0.6890000000000001,5507,398,380,280,0.9547738693467337,0.7035175879396985,5443,394,180,89,0.45685279187817257,0.22588832487309646,5436,374,178,90,0.47593582887700536,0.24064171122994651,1138,1036,0.9103690685413005,1269,1152,0.9078014184397163,1209,1150,0.9511993382961125,0.040830269754811965,41.8,25.2,27.5,5.7,74.8,9650,10181,7303,7474,2347,2707,1831,2167,0.18974093264248704,0.21284746095668403,0.02310652831419699,5305,393,6471,444,51,1.0009539168571426,0.3453479625714286,0.12822334310271494
48119,Delta County,0.57,0.57,-0.002985075,1005,1002,0.4022,0.4177,0.421008403,2380,1378,0.0188,0.0033,0.17,0.03,Texas,5226,0.631458104,1.913509369,1.186375856,3.363228559,3.75003314,3.267136335,3.235105753,0.460773051,0.440107167,0.363566786,0.5883276,0.509578288,0.5883276,0.580483256,8.247225761,0.172215834,0.74626863,6.716418266,5.300000191,8.300000191,2.5999999049999998,12.30000019,2.4000000950000002,1,6.199999809,3.700000048,28.89999962,5,3.9000000950000002,64.7,45,86.30000305,18.60000038,15.90000057,23.60000038,26.89999962,1.492537279,44.62860107,48.54816437,-3.919563293,38416,40529,2113,6.4,9089,0.04843211620304873,0.0894677876119891,0.06157337462201036,0,0.647,502,60,58,54,0.9666666666666667,0.9,719,54,8,8,0.14814814814814814,0.14814814814814814,380,55,11,8,0.2,0.14545454545454545,346,306,0.884393063583815,385,296,0.7688311688311689,394,381,0.9670050761421319,0.08261201255831696,39,29,17.5,15.2,71,2543,2287,1533,1185,1010,1102,526,624,0.20684231222965002,0.2728465238303454,0.06600421160069539,174,47,586,38,-9,2.4781210165714285,0.504451964,0.04986831960926205
48121,Denton County,0.36,0.33,2.758861901,36025,135413,0.2203,0.3432,0.344924819,392587,257174,0.1246,0.0017,1,0.78,Texas,754650,5.906579018,7.800702095,14.60385609,10.95422554,11.50190544,11.0684433,11.0459528,1.369884729,1.45352149,2.633008718,2.099838853,2.168675423,2.057297714,2.025785483,8.812429428,0.293248534,7.434174538,18.89869499,1.200000048,5.5,3.700000048,12.19999981,5.199999809,3.0999999049999998,10.30000019,14,20.299999239999998,4.699999809,2.700000048,88.8,67.30000305,92,42.20000076,21.89999962,30.299999239999998,16,15.53938985,82.94153595,80.17085266,2.770683289,73066,76678,3612,4.5,-130,0.4542681278159504,0.456061938132581,0.5210900426540529,0.5232161401208649,0.888,179848,12042,11420,8786,0.948347450589603,0.7296130210928418,221569,15125,5822,2570,0.38492561983471074,0.16991735537190084,224526,15521,5940,2594,0.3827072997873848,0.16712840667482765,56886,56616,0.9952536652251872,75410,75074,0.9955443575122663,79667,64763,0.8129212848481806,-0.1823323803770066,80.9,9.7,6,6.4,90.3,313980,409636,200373,265459,113607,144177,110790,141375,0.3528568698643226,0.34512347547578826,-0.00773339438853432,176415,10139,215191,11893,1754,10.411666326142855,1.9725732014285715,0.4886590621808623
48123,DeWitt County,0.54,0.54,0,4338,4338,0.3769,0.345,0.348265896,12456,8118,-0.0286,0.0033,1,0.17,Texas,20660,1.098741531,1.766698956,2.245885849,3.096561432,3.464048624,3.066023111,2.937763453,0.287827879,0.280735731,0.401742488,0.621118024,0.853656828,0.572233694,0.592362555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.60000038,NA,NA,NA,NA,NA,3.896418214,NA,NA,-1.579666138,NA,NA,378,6.5,-20,0.1645496096182594,0.14425813816506772,0.2832375232612477,0.30192974006984596,NA,5098,443,425,333,0.9593679458239278,0.7516930022573364,5271,448,181,86,0.40401785714285715,0.19196428571428573,5527,454,185,76,0.40748898678414097,0.16740088105726872,1554,1394,0.8970398970398971,1526,1194,0.7824377457404981,1578,1528,0.9683143219264893,0.07127442488659219,38.1,35.2,11.5,16.9,64.8,12150,12842,8138,8422,4012,4420,2457,2882,0.20222222222222222,0.2244198722940352,0.022197650071812985,5193,268,5219,439,171,2.525103279428571,0.5156681712857143,0.22349375277860517
48125,Dickens County,0.62,0.63,0.061919505,646,686,0.4736,0.4941,0.497822932,1378,692,0.0242,0.0037,0.9,0.1,Texas,2237,0.447027266,2.726866245,0.536432743,2.009456396,1.892371893,1.891252995,1.891252995,0.625838161,0.625838161,0.134108186,0.894538593,0.583307266,0.94161965,0.894538593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.20000076,NA,NA,NA,NA,NA,3.665623441,NA,NA,5.431594849,NA,NA,970,15,398,0.23139788852567728,0.14314846017918256,0.16419566565869428,0.20220143198616955,NA,247,42,42,35,1,0.8333333333333334,233,40,16,12,0.4,0.3,238,38,17,8,0.4473684210526316,0.21052631578947367,160,121,0.75625,166,133,0.8012048192771084,183,155,0.8469945355191257,0.09074453551912576,59.7,26,9.6,6.2,74,1352,1406,686,692,666,714,286,326,0.21153846153846154,0.23186344238975817,0.020324980851296637,374,27,221,22,-5,1.6278086475714286,0.6713983728571428,0.1852358615874309
48127,Dimmit County,0.57,0.58,0.160117878,1018,1181,0.2675,0.2504,0.178022309,6634,5453,-0.0895,-0.0724,0.8,0.14,Texas,10842,0.166021034,0.617967188,0.461169511,0.649897695,0.561934948,0.673968017,0.686003149,0.092233904,0.110680684,0.083010517,0.180018006,0.256434202,0.159246696,0.173094228,0.138350859,0,0.212137982,86.14646912,15.5,3.799999952,1.899999976,18.700000760000002,3.799999952,0,4.400000095,2.9000000950000002,21.700000760000002,4.300000191,6.5,57.3,28.200000760000002,66.59999847,10.5,16.200000760000002,23.299999239999998,19.299999239999998,6.447149813,9.265899658,20.75523376,-11.48933411,33024,32204,-820,15,-219,0.18932554515737232,0.03253374094981422,0.10775340558851813,0.044263000036773435,0.573,4606,232,213,143,0.9181034482758621,0.6163793103448276,3968,235,112,39,0.4765957446808511,0.16595744680851063,4545,236,110,36,0.4661016949152542,0.15254237288135594,738,599,0.8116531165311653,708,679,0.9590395480225988,686,659,0.9606413994169096,0.14898828288574428,32.4,42.8,15.7,8.3,57.2,6806,7428,5640,6186,1166,1242,837,901,0.12297972377314134,0.12129779213785676,-0.0016819316352845864,4578,179,3808,182,3,0.5452802202857143,0.15067403385714284,0.09346892293311952
48129,Donley County,0.61,0.62,0.012725345,943,955,0.449,0.4402,0.474180735,2014,1059,0.0252,0.034,0.4,0.03,Texas,3506,0.085567601,2.224757671,0.541928113,3.457446814,2.393617153,2.393616915,2.393616915,0.399315476,0.399315476,0.057045065,0.607634615,0.797872365,0.588033488,0.592933781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.20000076,NA,NA,NA,NA,NA,2.452937886,NA,NA,-31.57870102,NA,NA,3869,4.6,589,0,0,0,0,NA,478,89,88,76,0.9887640449438202,0.8539325842696629,370,73,24,12,0.3287671232876712,0.1643835616438356,382,73,25,16,0.3424657534246575,0.2191780821917808,251,211,0.8406374501992032,315,269,0.8539682539682539,318,264,0.8301886792452831,-0.010448770953920161,41.4,39.1,8.6,11.6,60.9,1978,2040,1092,1112,886,928,547,587,0.27654196157735084,0.28774509803921566,0.011203136461864827,1750,122,374,NA,NA,1.9272215974285711,0.49173575228571437,0
48131,Duval County,0.57,0.58,0.249473684,1900,2374,0.353,0.3867,0.396393388,5989,3615,0.0434,0.0097,0.69,0.07,Texas,11510,1.815812349,0.538662016,1.433536053,0.71096319,1.132326603,0.699618042,0.692054629,0.070312977,0.069504775,0.234578624,0.109222904,0.168353468,0.11243535,0.102798035,1.285838485,0.269331008,0.338835806,89.10512543,22.89999962,6.900000095,0.300000012,8.5,3.9000000950000002,0.5,3.299999952,2.700000048,26.10000038,5,9,55.2,31.5,67.09999847,8.899999619,20.60000038,24.40000153,20,5.560382456,6.594049931,1.610514164,4.983535767,30787,33115,2328,13.6,1297,0.4165161993462191,0,0.24629349848804144,0.09267565632699439,0.552,2219,162,150,121,0.9259259259259259,0.7469135802469136,1884,153,65,29,0.42483660130718953,0.1895424836601307,1845,149,65,29,0.436241610738255,0.19463087248322147,807,652,0.8079306071871127,796,767,0.9635678391959799,799,773,0.967459324155194,0.15952871696808124,43.5,40.4,11.2,7.5,59.6,6338,6391,4032,3973,2306,2418,1033,1136,0.16298516882297254,0.177749960882491,0.014764792059518472,1656,125,1212,111,-14,1.0032818402857144,0.12388659042857143,0.18887133854031374
48133,Eastland County,0.55,0.55,0.131759539,3643,4123,0.3306,0.3552,0.342413421,12041,7918,0.0118,-0.0128,0.93,0.06,Texas,18252,0.986193299,2.043611765,2.032654047,2.758842468,2.41670084,2.797427654,2.79099679,0.448030889,0.454744697,0.460223526,0.669110892,0.457178384,0.627864338,0.655362057,2.120315552,0.224632904,0.339688808,15.62568569,6.800000191,6,2.0999999049999998,17.60000038,3.4000000950000002,2,6.300000191,4.300000191,26.5,4.300000191,4.800000191,57,38,82.80000305,14.600000380000001,16.799999239999998,22.59999847,25,3.900942206,10.74028301,16.64448929,-5.904205322,36733,34434,-2299,5.7,1625,0.052819083250426335,0.087951384432124885,0.11531660911867836,0.148281050123191,0.57,4926,467,454,363,0.9721627408993576,0.7773019271948608,5829,437,187,96,0.4279176201372998,0.21967963386727687,5827,440,186,98,0.42272727272727273,0.22272727272727272,1431,1350,0.9433962264150944,1417,1231,0.8687367678193366,1397,1337,0.9570508231925555,0.01365459677746117,39.1,34.3,11.7,18.5,65.7,11690,12982,7862,8852,3828,4130,2760,3077,0.23609923011120615,0.2370204899091049,9.212597978987547e-4,8276,402,5265,392,-10,2.2609181232857143,0.5389306832857143,0.10109203173110515
